0.923547401;0.95412844;0.934250765;0.94648318;0.955657492;0.934250765;0.922018349;0.824159021;0.992873656
0.944954128;0.9617737;0.929663609;0.957186544;0.94648318;0.940366972;0.911314985;0.822629969;0.993399612
0.909647779;0.93568147;0.938744257;0.946401225;0.923430322;0.903522205;0.91424196;0.822358346;0.99357232
0.912710567;0.952526799;0.941807044;0.949464012;0.93568147;0.929555896;0.946401225;0.820826953;0.992873657
0.926493109;0.949464012;0.93568147;0.960183767;0.946401225;0.940275651;0.905053599;0.836140888;0.992676464
0.923547401;0.958715596;0.941896024;0.951070336;0.943425076;0.935779817;0.914373089;0.825688073;0.992627656
0.931192661;0.960244648;0.95412844;0.95412844;0.940366972;0.923547401;0.931192661;0.816513761;0.993189688
0.915773354;0.949464012;0.911179173;0.947932619;0.943338438;0.869831547;0.898928025;0.817764165;0.993449727
0.915773354;0.952526799;0.940275651;0.954058193;0.924961715;0.943338438;0.877488515;0.82388974;0.993515022
0.934150077;0.964777948;0.949464012;0.967840735;0.952526799;0.926493109;0.923430322;0.814701378;0.993136635
