fit_time,score_time,test_accuracy,train_accuracy,test_precision_macro,train_precision_macro,test_recall_macro,train_recall_macro,test_f1_macro,train_f1_macro
0.1329967975616455,1.0949711799621582,0.8529411764705882,1.0,0.86489898989899,1.0,0.8623512906846239,1.0,0.8625978032794693,1.0
0.17498135566711426,0.6879596710205078,0.8529411764705882,1.0,0.8334396786009689,1.0,0.8416483918128654,1.0,0.8365312540110384,1.0
0.11900019645690918,0.8618228435516357,0.7941176470588235,1.0,0.7936351088525001,1.0,0.8004830917874397,1.0,0.7914976315447836,1.0
0.13707756996154785,0.6529581546783447,0.8529411764705882,1.0,0.8584147334147335,1.0,0.8477033232468015,1.0,0.8505469290825988,1.0
0.16596317291259766,0.8119997978210449,0.8308823529411765,1.0,0.8254565447547902,1.0,0.8301989356199093,1.0,0.8236735183076647,1.0
0.16199779510498047,0.6989481449127197,0.8529411764705882,1.0,0.8536799325205123,1.0,0.8452949224688355,1.0,0.8459762603839712,1.0
0.1319591999053955,0.9138298034667969,0.8088235294117647,1.0,0.8086297760210804,1.0,0.8094575664751104,1.0,0.8071051983247105,1.0
0.1340014934539795,1.1546123027801514,0.8235294117647058,1.0,0.8342135642135643,1.0,0.8409812409812409,1.0,0.834714491857349,1.0
0.12597227096557617,0.5800566673278809,0.8308823529411765,1.0,0.8292937545388526,1.0,0.8326555533149604,1.0,0.8278218694885361,1.0
0.14899921417236328,0.7948241233825684,0.875,1.0,0.8756489082576039,1.0,0.875,1.0,0.8737168745695877,1.0
