@relation AllCandidas_TRAIN

@attribute TGS826 numeric
@attribute TGS2611 numeric
@attribute TGS2603 numeric
@attribute TGS813 numeric
@attribute TGS822 numeric
@attribute TGS2602 numeric
@attribute TGS823 numeric
@attribute temperatura numeric
@attribute pressao numeric
@attribute umidade numeric
@attribute culture_day {1,2,3}
@attribute class {1,2,3,4,5,6}

@data
50670,32860,29230,35860,437.1,1555,4757,61.56,53.92,6.23,1,1
17010,59120,17340,44330,228.3,724,2436,60.98,100.3,11.45,2,4
57510,32500,30010,38390,427.3,1529,4833,58.76,53.84,7.07,1,1
27910,58310,16830,41650,236.5,749.2,2401,62.67,100.03,12.28,1,5
29850,42150,23080,25440,367.3,1232,3621,61.79,100.3,10.76,2,3
50840,23690,27520,22350,631.1,2561,5535,60.54,55.09,6,2,3
13620,58810,16610,55080,227.2,811.3,2434,61.11,73.01,8.65,2,4
12830,60870,10890,23170,165.6,495,1516,64.28,100.03,11,1,2
75750,8741,18650,31330,1445,6985,6912,61.78,53.88,6.41,1,6
14860,59650,14000,33800,205,653.4,1992,63.56,73.95,9.37,1,5
30510,31120,23930,10370,306.8,926.1,3407,61.48,54.51,5.84,1,2
18760,47920,17050,16930,246.5,763.7,2438,61.98,100.19,10.93,2,2
16650,52200,15920,20080,234.8,704.8,2258,61.9,99.87,10.84,2,2
39870,34260,26820,16460,340.2,1062,3907,61.93,54.35,6.42,1,1
42110,30080,28940,21550,439.5,1549,4714,61.69,54.35,6.17,2,1
42060,33530,28130,19090,358.9,1176,4196,61.31,54.39,6.54,1,1
20230,54450,17300,26430,244.2,741.5,2449,63.82,99.91,11.7,2,1
40250,29830,28500,19570,433.4,1509,4607,61.7,54.35,6.17,2,1
12930,65220,11440,37290,171.3,534.1,1609,62.11,73.95,10.53,1,1
22260,56660,18080,38920,254.7,818.7,2613,64.2,99.87,11.52,2,1
24790,37330,21490,13490,302.1,912.3,3101,61.24,55.25,6.68,2,2
18930,46770,17020,15860,251.2,774.2,2448,61.98,100.15,10.97,2,2
54010,28250,29960,35300,503,1848,5179,58.25,54.7,6.87,1,1
19000,56130,16560,28340,235.9,713.2,2337,63.92,100.03,11.96,2,1
58270,21450,26550,32510,717.2,3272,6033,58.86,54.08,7.04,2,5
12130,58740,13570,38300,177.1,731.6,2014,64.39,73.44,9.12,2,1
50530,22060,27950,25180,668.9,2663,5703,59.62,55.48,5.83,2,3
16640,49170,12870,13960,187,592.6,1817,63.94,100.03,10.69,1,2
22300,53540,16740,23090,216.6,635.1,2286,63.19,99.91,11.98,1,1
101000,7305,6049,60820,3449,24060,7808,57.33,54.04,8.01,1,6
53400,32750,29780,31420,405.4,1400,4661,59.43,53.92,6.95,1,1
90740,7305,6439,66870,3116,20120,7568,59.32,74.42,11.24,1,6
29870,42180,19980,17520,264.2,811.3,2825,63.35,54.12,7.21,1,1
98680,7305,6014,65340,3737,29050,7872,57.96,54.2,9.13,1,6
20420,54150,17400,26100,244.2,746.5,2464,63.86,99.99,11.79,2,1
13760,60480,11000,24530,180.6,600.8,1614,64.65,100.03,11.88,1,2
34600,31130,27620,16420,341.4,1115,4063,60.51,54.59,5.35,1,2
78600,7242,14840,40760,1833,10900,7535,63.78,99.95,11.22,1,6
29540,56310,18060,35800,228.3,690.5,2488,61.74,100.07,12.61,1,1
12670,61210,11960,32800,150,569.8,1696,64.17,73.64,9.29,1,1
72560,13280,21680,32920,1034,5167,6537,61.11,53.84,6.38,1,6
102400,7305,6009,63290,3707,28130,7839,55.56,54.35,8.77,1,6
33000,28890,25860,12740,428.5,1459,4212,60.18,55.48,6.28,2,2
16400,47990,13110,13240,189.3,589.1,1838,63.08,100.03,10.67,1,2
21090,51090,19050,32820,295.5,958.2,2856,62.06,100.03,11.42,2,3
86240,7242,6026,41840,3112,26040,7922,58.9,99.87,12.88,2,6
81910,7291,6609,47830,2614,19400,7812,63.75,99.87,11.49,1,6
42110,35380,26530,18140,349.2,1109,3921,62.66,54.08,6.38,1,1
24890,47120,21120,28290,323.5,1060,3207,61.81,100.07,10.93,2,3
85710,7270,6733,43050,2711,19070,7849,63.49,55.21,8.22,1,6
29180,45580,22460,25690,312.2,1042,3349,63.99,67.51,10.72,2,1
86120,7277,6020,45770,3293,28740,7929,59.1,99.91,12.95,2,6
54350,22890,28060,29750,643.9,2690,5748,60.8,54.08,6.56,2,5
27860,49760,19740,32460,303.8,1057,3033,65.13,99.91,10.75,2,1
64030,16150,27350,31150,902,3568,6418,61.73,100.34,8.92,2,3
36610,41620,24060,32410,407.8,1457,3963,62.78,99.87,12.3,2,5
35480,37960,23660,18710,330.1,1014,3468,63.02,54.59,6.6,1,5
76220,7263,13140,42730,1994,12480,7527,64.54,74.03,9.15,1,6
14020,55470,14090,21810,223.1,649.5,2002,61.86,99.91,11.34,2,2
24690,48030,19570,21030,271.2,857.2,2821,63.87,99.99,11.65,2,1
17790,58800,17770,50560,238.3,792.4,2551,60.84,100.15,11.12,2,4
20600,58210,16040,36240,234.2,715,2279,64.44,99.99,11.17,1,5
70290,12530,24930,34690,1065,4645,6827,61.93,100.11,8.73,2,3
27880,47690,21020,24820,292.6,950.5,3086,63.96,99.91,11.52,2,1
81910,7164,15100,36090,1776,9764,7222,62.44,53.92,6.05,1,6
23520,63040,13930,55860,197.4,749.2,2070,60.65,74.11,10.42,1,1
53810,22890,29170,26010,681.7,2371,5614,61.82,100.3,8.95,2,2
49940,28260,28850,24900,507.3,1833,5006,62.07,54.55,5.85,1,5
26020,48470,18520,19850,238.3,737.5,2586,63.2,99.87,11.87,1,1
15860,56880,16220,27920,219,664,2254,61.56,100.26,11.53,2,4
86000,7263,6026,43580,3237,27660,7931,59.16,99.91,12.71,2,6
15990,55260,15660,24570,234.2,707,2228,61.94,99.76,10.99,2,2
40220,30080,28560,19840,429.2,1497,4609,61.65,54.35,6.26,2,1
24410,48080,20830,36530,326.5,1098,3206,62.19,100.3,10.97,2,3
22240,56280,17730,32560,241.8,676.8,2434,63.38,99.95,11.56,1,5
9281,56040,11300,19100,193.9,596.9,1645,62.12,72.11,8.94,2,2
40510,50100,19850,34400,281.3,1016,3009,60.71,100.22,12.7,1,1
7495,59630,7938,18180,137.4,427.6,1141,63.75,72.39,8.47,1,2
21000,50740,19420,24590,250.6,787.9,2736,61.24,99.83,11.17,2,4
21030,48460,19130,20140,251.2,787.9,2705,61.56,99.76,10.97,2,4
12030,60560,14650,36710,203.8,661.3,2075,61.16,73.05,9.12,2,4
41160,33140,28060,18120,356.5,1157,4165,61.56,54.27,6.32,1,1
24130,48690,20780,35720,325.3,1081,3185,61.93,99.87,11.1,2,3
17850,52350,17320,21850,229.5,699.4,2411,61.59,99.79,11.12,2,4
14910,57540,11960,21070,177.7,555.3,1682,64.55,100.03,10.86,1,2
23920,47290,20890,22860,273,882.5,3003,61.21,100.15,10.94,2,4
39580,29720,29630,23770,456.7,1590,4850,58.88,55.29,6.02,2,4
23200,52340,16760,23500,230.1,735.2,2382,60.06,99.99,13.93,1,1
18710,60230,14860,31370,199.2,550.2,1998,63.16,99.91,12.42,1,1
31620,47020,22070,41460,363.7,1280,3540,61.93,99.83,12.78,2,5
31820,32280,24550,11630,303.8,980.4,3540,62.36,54.43,5.57,1,2
93800,7305,6003,69350,3435,29090,7767,57.35,99.91,14.51,1,6
29060,54850,17970,33720,250.6,780.1,2563,62.72,99.99,12.26,1,5
7230,59180,8443,19510,123.6,441.6,1206,64.2,72.39,8.4,1,2
33180,30290,27110,14060,340.8,1103,3985,60.46,54.62,5.49,1,2
22070,54380,18230,29470,251.2,778.3,2590,63.83,99.95,11.81,2,1
40220,30210,28560,19990,427.3,1498,4606,61.68,54.47,6.15,2,1
20420,46920,18110,17490,260.6,817.3,2614,61.98,100.38,10.84,2,2
24400,48210,21040,33850,328.3,1092,3228,61.86,100.3,10.88,2,3
37460,30300,26580,19330,487.5,1812,4662,60.15,55.13,6.09,2,2
36820,35660,26590,26760,377.5,1399,4242,62.14,54.27,5.93,1,2
21720,58310,16660,38130,237.1,682.1,2320,64.35,99.91,11.18,1,5
40940,29240,29850,26880,475.2,1649,4951,58.54,55.44,6.09,2,4
80480,7305,7337,51220,2495,17770,7717,63.75,99.83,11.72,1,6
17270,53010,16930,22160,228.3,688.7,2360,61.51,99.99,11.17,2,4
8207,69500,7637,37380,150.6,519.7,1181,64.84,72.08,9.43,1,2
76980,7277,12010,43820,2106,13750,7529,64.25,74.07,9.55,1,6
21320,52420,19840,30520,255.3,815.4,2813,60.97,100.07,10.96,2,4
15520,51550,12260,15100,180,562.1,1722,64.01,100.03,10.68,1,2
28190,48300,20730,24840,283.1,874.1,2975,63.13,99.95,11.45,1,5
22260,53630,18300,27880,253.6,781,2597,63.85,99.95,11.66,2,1
82340,7623,15140,42530,1658,9688,7197,61.34,53.92,6.14,1,6
42530,30000,28870,20420,441.4,1562,4717,61.95,54.35,6.23,2,1
20520,48600,18230,20070,264.8,824.7,2636,62.03,100.3,10.54,2,2
47670,29840,29240,27470,475.8,1652,4865,61.4,54.55,5.96,1,5
56490,21970,27790,33570,679.1,2904,5906,59.54,53.88,6.96,2,5
12560,60950,15070,44710,210.8,736.1,2188,60.98,72.54,9.11,2,4
37020,29240,28860,19520,437.7,1490,4637,59.08,55.17,6.2,2,4
11780,61860,10250,23430,160.4,473.4,1426,64.14,100.07,11.04,1,2
7374,62080,7601,20470,131.1,413.4,1093,64.37,71.76,8.46,1,2
41270,30120,28830,20860,434.7,1523,4669,61.66,54.47,6.03,2,1
77220,8748,17860,33390,1453,7452,6963,61.55,53.92,6.53,1,6
86300,7263,6026,43370,3227,27430,7929,59.52,99.95,12.6,2,6
29060,47150,21110,23990,291.4,902.8,3050,63.1,100.07,11.43,1,5
86650,7115,9065,37410,2290,15010,7689,57.05,54.12,7.47,2,6
32860,30370,25900,13590,418.2,1415,4165,60.28,55.25,5.94,2,2
15370,49410,12630,13730,185.2,566.8,1767,62.91,100.07,10.99,1,2
10950,61910,9494,22570,157.5,454.3,1329,63.67,100.07,11.09,1,2
85950,7221,6096,41910,2702,22070,7845,48.48,74.03,17.19,2,6
18060,58090,17990,44370,237.7,783.7,2568,60.89,100.07,11.26,2,4
40090,34160,25610,26460,469,1705,4421,62.3,54.43,8.04,2,5
73260,10950,20650,30220,1195,5735,6674,61.68,53.84,6.57,1,6
23310,48780,20290,30950,314.5,1052,3097,61.97,99.68,10.96,2,3
14180,53240,11670,15740,174.2,530.7,1629,63.51,100.03,10.7,1,2
20930,60760,13630,39050,209.6,752.8,2039,62.91,74.26,9.97,1,5
100800,7305,6096,64470,3139,21990,7751,56.8,54.04,7.76,1,6
9578,66230,8577,28860,151.7,470.9,1244,64.89,100.03,10.06,1,2
61840,34130,27710,30950,448.7,1701,4707,59.31,54.08,7.48,1,1
44530,33760,28790,26200,383.6,1266,4382,61.43,54.08,6.29,1,1
16620,52620,12840,16930,184.7,588.3,1807,64.47,100.03,10.81,1,2
44270,29850,29350,24160,457.3,1634,4861,61.68,54.35,6.22,2,1
36690,30340,26580,18790,478.9,1765,4616,60.13,55.6,6.06,2,2
82340,7411,15320,39120,1661,9531,7199,61.97,53.92,6.09,1,6
15810,50520,12490,14540,181.8,566.4,1751,63.71,99.99,10.66,1,2
51740,26930,27440,24330,573.6,2291,5267,61.59,54.04,6.88,2,5
35100,32920,27040,17360,333.1,1151,4034,61.68,54.43,5.48,1,2
11450,63800,9645,26020,157.5,460.9,1351,64.35,100.03,11.18,1,2
86830,3814,8935,34610,2405,15200,7704,56.8,54.08,7.54,2,6
22200,57060,17590,34190,240.1,675,2420,63.6,99.95,11.55,1,5
46500,32620,29010,23550,401.8,1390,4547,59.75,54.7,6.73,1,1
86300,3814,8449,33120,2636,15940,7749,57.41,54.16,7.86,2,6
14570,57480,15040,26700,213.1,622,2084,61.69,99.99,11.57,2,4
36770,34010,27530,22610,351,1222,4171,61.78,54.43,5.52,1,2
45720,26690,27920,19260,544.7,1982,5032,60.45,55.37,6.14,2,3
20740,60870,13420,38560,207.9,748.3,2011,62.97,74.42,9.98,1,5
25780,47850,20030,22010,278.3,883,2901,63.86,99.95,11.74,2,1
31500,46790,22230,38820,362.5,1272,3550,62.64,99.87,12.5,2,5
47190,23990,27810,21230,608.9,2378,5409,59.92,55.48,6.07,2,3
85830,7277,6020,45460,3294,28610,7928,59.46,99.91,12.64,2,6
92510,7305,6003,66510,3644,32060,7860,58.08,99.83,14.09,1,6
34940,44320,22520,39730,389,1457,3767,61.16,99.87,12.71,2,5
20220,54390,19330,34560,249.4,800.2,2739,60.89,100.15,11.08,2,4
35780,31850,27620,15590,391.5,1240,4203,60.25,55.13,6.04,2,4
13210,51540,14980,34560,204.4,900,2323,62.39,73.83,9.24,1,1
47790,33340,27220,24500,407.8,1486,4414,60.88,54,6.79,1,5
52300,26480,27490,24310,582.4,2348,5333,61.69,54.2,6.78,2,5
88530,7017,8095,36890,2759,16690,7801,40.61,55.91,17.92,2,6
27060,44660,21970,26120,341.4,1134,3381,61.87,99.91,10.85,2,3
79300,7263,14160,42530,1945,11640,7575,63.62,99.95,11.43,1,6
50910,21680,28180,27400,676.6,2648,5725,59.35,55.52,5.94,2,3
18520,59080,15610,34530,227.7,698.5,2217,64.01,99.91,12.38,2,1
15360,60340,14680,39800,219.6,751.5,2159,64.38,73.48,9.49,2,1
26290,51340,17780,22850,234.8,711.5,2476,63.93,99.79,11.69,1,1
50840,27380,27410,23870,560.4,2204,5179,61.93,54.04,6.78,2,5
22440,50040,19910,34290,307.4,1003,3003,61.65,99.83,11.45,2,3
34340,56400,18370,43170,240.6,804.8,2635,60.73,100.15,12.7,1,1
43040,29780,29200,22810,450,1583,4782,61.6,54.51,5.95,2,1
89400,7277,6009,45950,3137,27760,7931,48.6,99.95,19.85,2,6
35210,33700,27100,19630,337.3,1155,4043,61.53,54.35,5.43,1,2
86710,3814,8836,34060,2472,15350,7710,56.97,54.08,7.61,2,6
15640,51470,16900,28930,266.5,945.7,2589,62.24,72.93,8.81,2,3
48870,29390,28880,28760,502.4,1820,4999,61.43,54.66,5.84,1,5
19180,51790,18200,23050,237.1,729.4,2541,61.47,99.87,10.83,2,4
18890,46460,16970,15570,248.9,773.7,2439,61.94,99.79,11.04,2,2
20830,53570,17590,25440,245.9,754.2,2494,63.85,99.99,11.87,2,1
20160,46540,17920,16770,256.5,808.1,2583,61.98,100.34,10.72,2,2
82290,7193,14880,38130,1863,10060,7267,62.02,54.04,6.43,1,6
27770,55690,17730,34530,248.3,753.7,2509,62.82,100.07,12.3,1,5
52940,26440,29100,34590,577.3,2323,5551,62.19,54.39,5.8,2,1
18020,62330,14160,35410,192.2,529,1900,62.99,99.91,12.68,1,1
19820,61300,14620,34670,199.2,557.4,1979,63.87,99.83,12.19,1,1
10790,66450,9089,30670,155.8,473.8,1301,64.81,99.99,10.95,1,2
50490,33000,27700,30610,423.7,1579,4576,60.28,53.88,6.64,1,5
8197,53480,10630,18450,132.8,537.1,1523,63.69,71.96,8.06,1,2
82610,7277,6334,45320,2690,20530,7850,63.83,99.95,11.11,1,6
34250,29540,26830,17170,456.1,1562,4447,59.26,55.25,6.12,2,2
12710,38690,17010,22560,321.1,1311,2928,61.61,72.54,8.39,2,4
68180,13950,26140,33800,993.6,4140,6666,61.76,99.79,8.85,2,3
29920,46690,21160,24140,293.7,936.1,3087,63.34,100.03,11.24,1,5
49020,26230,30420,20600,475.2,1547,4911,62.89,100.03,8.35,1,2
32410,30730,25570,12980,404.8,1331,4034,60.51,55.13,6.18,2,2
12980,55550,11230,17220,170.8,507.1,1562,63.09,100.03,10.74,1,2
52080,26570,27370,24850,584.3,2380,5340,61.35,54.04,6.79,2,5
22700,54980,18620,33140,255.3,804.8,2661,63.96,99.91,11.59,2,1
25640,47890,21710,29690,294.3,1007,3225,60.88,100.15,10.76,2,4
18890,59920,13680,33650,212,670.2,1974,63.02,74.11,10.11,1,5
41340,30230,28630,19510,431,1518,4637,61.99,54.43,6.26,2,1
92980,7305,6003,69450,3395,28270,7776,57.86,100.19,13.95,1,6
46420,30450,29170,26950,460.4,1577,4778,61.19,54.35,6.13,1,5
16010,54640,12170,19060,193.9,662.7,1796,64.65,100.07,11.87,1,2
14750,58910,13780,31690,195.7,640.3,1958,64.17,74.34,9.2,1,5
38310,29320,29190,20630,448.7,1533,4728,59.06,55.13,5.93,2,4
41090,29490,29830,26860,474.5,1673,4978,58.6,55.41,6.08,2,4
36820,29050,28860,18770,435.9,1478,4622,59.15,55.56,5.84,2,4
12980,64410,10810,33220,183.5,581.8,1581,64.65,100.11,11.6,1,2
26440,47480,22240,32200,306.2,1041,3324,60.89,100.19,10.61,2,4
43320,26660,29890,25070,513.5,1819,5137,58.84,55.09,5.86,2,4
40730,30620,29350,23490,461.6,1672,4903,59.2,55.52,6.17,2,4
19720,51520,18160,32150,289,958.7,2755,61.98,100.3,11.31,2,3
21920,52340,18180,24650,252.4,778.7,2584,63.81,100.03,11.73,2,1
7692,58020,8553,17920,133.9,434.6,1212,63.62,71.88,8.31,1,2
81480,7235,8284,40830,2302,16100,7768,63.53,99.95,11.21,1,6
22020,57920,16840,37410,238.9,690.5,2347,64.32,99.95,11.18,1,5
26750,46280,22110,33670,345,1170,3437,61.95,99.79,10.82,2,3
14200,59040,14190,30460,226,669.3,2031,62.12,99.99,11.02,2,2
43540,33550,28770,22990,373.9,1240,4349,60.65,54.43,6.49,1,1
23540,55110,18010,41390,271.2,922.8,2699,65.2,99.95,10.62,2,1
61230,19650,25740,32820,779.8,3711,6258,58.71,54.08,6.9,2,5
10660,59950,13480,32010,181.8,601.6,1891,61.31,72.66,9.1,2,4
44250,33610,29180,27290,379.4,1255,4421,60.45,54.47,6.35,1,1
93120,7284,8375,53900,2496,16330,7808,30.26,100.11,52.48,2,6
32220,35400,23420,13430,300.3,936.1,3357,63.09,54.31,5.75,1,2
7727,60430,7968,18780,143.7,435.8,1150,63.72,72.47,8.51,1,2
86120,7221,6026,40720,2911,24980,7872,57.21,74.18,11.76,2,6
12650,59730,13350,31420,181.2,629.4,1902,64.17,73.25,9.27,2,1
33340,29350,26600,15510,443.2,1514,4362,59.55,55.52,6.13,2,2
9571,57140,12470,23420,174.8,580.1,1761,61.76,72.97,8.9,2,4
86590,7249,6026,42140,3143,26890,7922,57.18,99.72,13.66,2,6
92710,7305,6020,67240,3557,30640,7831,58.01,100.07,14.04,1,6
87130,7249,6020,43580,3193,27690,7928,56.62,99.87,14.04,2,6
39980,30790,27850,16750,413.9,1430,4439,62.38,54.39,6.06,2,1
14960,51620,12050,14890,177.7,548.1,1687,63.62,99.95,10.56,1,2
16650,52330,15920,20300,236.5,709.2,2262,61.89,99.83,11.03,2,2
29390,47020,20860,23260,283.7,883,3000,63.6,99.95,11.4,1,5
31750,50680,19590,32820,283.7,937.1,2903,64.87,99.83,10.99,1,1
26490,44230,21920,21810,300.9,982.8,3225,63.65,57.08,9.27,2,1
19320,55820,18840,37260,244.7,780.6,2664,60.89,100.38,11.26,2,4
92850,7305,6009,70960,3293,26710,7708,57.82,99.91,13.93,1,6
32770,40020,22020,20180,314.5,1003,3258,63.68,54.66,6.75,1,5
37640,40730,24330,32200,417.6,1504,4049,62.6,99.91,12.2,2,5
89400,7052,13340,37850,2051,12580,7612,42.63,55.44,13.66,2,6
24540,52970,19150,29250,260.6,763.7,2684,63.04,100.03,11.55,1,5
85360,7256,6792,42610,2727,18890,7829,63.38,54.55,7.71,1,6
27400,47330,20790,23330,288.4,930.4,3039,63.89,99.95,11.64,2,1
38130,40790,24210,34010,420.6,1525,4055,61.87,99.87,12.46,2,5
47790,33040,27490,26120,416.4,1502,4466,60.76,53.92,6.78,1,5
18500,54060,17260,28700,255.9,827,2522,62.23,99.64,10.53,2,2
46620,29860,29300,28030,483.8,1661,4882,60.65,54.66,6.16,1,5
103300,7305,6026,64910,3301,24410,7767,55.05,54.16,8.23,1,6
33030,31080,27010,14740,337.8,1100,3970,60.36,54.55,5.52,1,2
45660,26810,27860,19740,548.5,2005,5041,60.47,55.21,6.33,2,3
60590,31810,29930,43050,452.4,1676,4988,58.38,54,7.13,1,1
12620,64930,11250,36270,165.6,526.5,1582,62.18,74.18,10.41,1,1
88900,3814,9127,34320,2327,14970,7697,54.38,54.16,8.35,2,6
33290,33820,26210,15230,357.1,1080,3853,60.44,55.01,6.3,2,4
9546,58880,11630,24590,195.1,618.1,1700,62.22,72.9,8.6,2,2
84450,7277,6026,44460,3086,27490,7887,58.09,99.99,13.82,2,6
87310,7214,6049,41090,2827,23990,7856,52.77,73.79,14.16,2,6
87130,7073,8848,37470,2350,15310,7710,57.44,54.08,7.51,2,6
22720,50410,18830,36240,309.2,1140,3000,62.98,73.6,10.15,2,5
33660,39730,24410,27950,402.4,1409,3965,62.1,100.22,10.48,2,3
87250,7277,6014,45500,3259,28850,7931,57.02,99.72,14.04,2,6
9115,55330,11280,18700,193.4,596.4,1645,62.03,72.31,8.84,2,2
64100,30810,28970,41950,496.2,1995,5193,58.32,54.12,7.4,1,1
29830,43170,23250,28460,364.3,1220,3625,61.33,99.91,10.59,2,3
24560,48120,21010,36380,329.5,1104,3236,61.99,99.91,11.17,2,3
14960,44830,17780,28380,287.8,1096,2831,61.65,72.35,8.65,2,3
15680,54630,12360,18160,179.4,563,1733,64.42,100.07,10.73,1,2
41420,35870,24560,24900,414.5,1388,3967,64.24,54.62,6.09,2,1
15470,53680,12250,16980,178.3,556.2,1715,64.27,100.07,10.59,1,2
40380,30140,28660,21070,429.2,1509,4631,61.53,54.43,5.98,2,1
92450,7193,15790,40830,1940,10340,7590,31.64,56.97,25.59,2,6
12330,64930,10350,30870,169.6,540.9,1493,64.62,100.07,11.66,1,2
32070,41040,23920,26850,386,1297,3791,61.38,99.95,10.67,2,3
23270,49160,20520,32530,313.4,1039,3109,61.74,99.64,11.34,2,3
81380,7249,8327,41760,2299,16020,7755,63.56,99.99,11.34,1,6
48480,32230,29730,33570,423.1,1469,4731,59.26,54.74,6.53,1,1
81430,7305,6945,48730,2550,18570,7778,63.75,99.91,11.4,1,6
72910,9697,23410,31940,1195,5411,7047,61.89,99.72,8.91,2,3
102400,7305,6049,66690,3196,23470,7759,55.52,54.55,7.89,1,6
36220,30450,27090,21200,478.2,1681,4604,59.36,55.29,6.05,2,2
73260,8784,18150,34860,1400,7692,7136,63.82,73.72,9.23,1,6
28390,59950,16960,45410,216.6,652.1,2325,61.31,100.07,13.03,1,1
81060,7305,7165,49290,2517,18150,7753,63.79,99.91,11.61,1,6
27950,43910,22420,26200,349.2,1171,3470,61.81,99.68,11.23,2,3
32290,32980,25930,13790,352.8,1077,3812,60.57,54.98,6.47,2,4
22770,49660,18150,38720,295.5,1147,2921,61.31,73.36,10.61,2,5
49730,22370,28290,25780,656,2533,5629,59.4,55.8,5.86,2,3
19800,54340,19030,32040,245.9,776,2679,60.99,99.83,11.25,2,4
12780,62680,11670,29970,170.2,512.6,1614,63.34,73.72,10.08,1,1
76700,3834,15570,31200,1904,9932,7398,62.64,53.96,6.72,1,6
102300,7305,6072,65520,3153,22770,7753,55.97,53.92,7.86,1,6
33490,29170,26490,14740,440.2,1521,4350,59.81,55.64,6.06,2,2
87010,7052,9083,36860,2299,14990,7695,56.82,54.04,7.43,2,6
18360,60720,12650,33670,195.1,650.4,1840,62.99,73.95,9.7,1,5
48520,22900,28350,26490,642.6,2452,5564,59.1,55.09,6.16,2,3
28780,44220,22830,29970,359.5,1210,3564,61.91,100.26,10.74,2,3
43720,29010,29940,29650,506.1,1879,5207,58.68,55.41,6.09,2,4
14700,55920,14670,23590,227.2,665.3,2081,61.86,100.07,11.15,2,2
14850,59250,13300,33170,197.4,660.5,1922,64.69,73.72,8.93,1,5
12870,58460,12870,25120,214.9,620.2,1841,61.95,99.83,11.16,2,2
22420,54630,18440,31130,254.7,791.1,2628,63.83,99.91,11.85,2,1
32960,29100,25960,13150,427.9,1465,4231,60.16,55.41,6.26,2,2
28840,43610,22790,27220,357.1,1189,3537,61.61,99.72,10.76,2,3
8941,51990,12220,21050,209.6,796.6,1914,61.98,72.54,8.72,2,2
32530,46370,22290,41090,367.3,1313,3596,61.66,99.91,12.76,2,5
75800,3840,15990,30220,1832,9586,7385,62.67,54,6.76,1,6
18560,46950,16720,15800,249.4,765.1,2407,61.85,100.07,11.05,2,2
21450,56210,16100,26590,210.2,612.4,2195,62.75,99.95,12.3,1,1
19770,57990,16820,35240,238.9,725.8,2380,63.87,99.91,12.14,2,1
16190,58460,16580,35160,223.1,675,2305,61.25,100.3,11.66,2,4
21610,50550,19380,33240,299.1,967.3,2908,61.82,99.83,11.27,2,3
40680,34180,27160,17040,346.2,1091,3979,61.81,54.43,6.46,1,1
11810,65540,9745,30370,158.1,470,1369,64.68,100.07,10.97,1,2
48980,22410,28190,25120,653.5,2527,5609,59.32,55.6,5.97,2,3
12770,55850,11170,17440,171.3,504.6,1555,62.97,99.99,10.75,1,2
23010,49090,20550,25300,267.7,860.9,2942,61.1,100.22,11.09,2,4
53140,20320,27750,28080,717.2,2905,5902,59.47,55.44,5.99,2,3
25110,57730,16560,35890,227.2,710.6,2334,64.39,99.87,11.04,1,1
92450,7305,6003,66690,3591,30910,7856,58.45,100.11,13.84,1,6
52180,23390,29500,23800,647.1,2207,5491,61.77,99.72,9.04,2,2
80540,7221,12950,39870,2058,13290,7683,63.49,99.99,11.2,1,6
51070,23590,29440,22580,634.3,2151,5424,61.73,99.91,9.07,2,2
85890,7235,6026,41650,3098,26000,7920,58.53,99.83,13.1,2,6
45860,29640,29610,27260,473.3,1718,4988,61.65,54.27,6.22,2,1
15910,49420,12690,13890,184.1,571.5,1778,63.29,99.99,10.55,1,2
24070,51160,17550,21450,225.4,679.4,2419,63.14,99.91,11.88,1,1
17970,53990,17550,25530,235.4,711.9,2449,61.51,100.46,11.17,2,4
19950,51870,18120,32200,284.8,935.6,2726,62.03,99.76,11.54,2,3
29580,48710,21120,41090,345.6,1198,3341,62.7,99.83,12.86,2,5
16200,59870,14610,33320,219.6,659.2,2068,63.29,100.03,10.85,1,5
16360,55820,16540,26260,221.3,665.8,2290,61.56,99.79,11.28,2,4
39640,39450,24450,33190,435.3,1602,4163,61.76,99.91,12.42,2,5
39590,30230,28110,17430,420,1474,4520,62.11,54.35,6.29,2,1
86830,7031,9151,36470,2287,14900,7689,56.44,54.16,7.64,2,6
91390,7305,6457,66970,3152,20030,7594,58.95,74.3,11.24,1,6
39780,29380,29630,24970,464.1,1601,4866,58.78,55.29,6.01,2,4
33830,29830,26960,12820,331.3,1095,3962,61.07,54.66,5.43,1,2
57170,32670,29950,37440,423.1,1511,4808,58.83,53.88,7.15,1,1
70870,11100,24660,29890,1121,4858,6929,62,99.95,8.91,2,3
82500,7284,6340,47160,2697,20450,7845,63.79,99.83,11.22,1,6
23470,49050,20600,33930,320.5,1054,3136,61.86,100.34,11.04,2,3
52770,24270,27580,21840,617.2,2366,5359,61.94,55.29,5.69,2,3
10010,59080,12700,26510,177.7,584.8,1789,61.81,72.93,9.16,2,4
87430,3814,11970,35020,2230,14400,7668,51.63,54.39,9.18,2,6
48540,23170,28110,24630,636.9,2491,5561,59.59,55.64,6.02,2,3
20040,50480,18000,22910,263.6,833.5,2618,62.07,100.38,10.72,2,2
45200,31480,28330,21600,451.8,1550,4629,61.76,54.7,6.31,1,5
10700,60920,11800,35630,153.5,658.7,1755,59.74,74.3,10.84,1,1
31170,31030,24750,11900,380.6,1190,3782,60.7,55.37,6.3,2,2
18610,48430,16990,17370,248.3,758.7,2431,61.93,100.07,10.9,2,2
33980,29250,26770,15930,446.3,1540,4413,59.58,55.64,6.07,2,2
55120,22770,27980,30950,652.2,2756,5802,60.21,54.04,6.54,2,5
