@relation AllCandidas_TRAIN

@attribute TGS826 numeric
@attribute TGS2611 numeric
@attribute TGS2603 numeric
@attribute TGS813 numeric
@attribute TGS822 numeric
@attribute TGS2602 numeric
@attribute TGS823 numeric
@attribute temperatura numeric
@attribute pressao numeric
@attribute umidade numeric
@attribute culture_day {1,2,3}
@attribute class {1,2,3,4,5,6}

@data
17770,55940,17700,30780,232.4,711.5,2467,61.22,100.34,11.14,2,4
45600,34280,28780,28530,386.6,1295,4410,61.46,54,6.36,1,1
14800,57440,14140,28860,199.8,636.4,1995,63.69,73.91,9.29,1,5
15580,54740,15320,22720,230.7,686.5,2170,61.91,99.79,11.01,2,2
78150,7277,8854,46270,2258,15220,7557,64.01,74.07,9.62,1,6
78450,7277,8713,46360,2288,15450,7575,63.97,74.46,9.51,1,6
50370,21790,28230,27540,674,2603,5696,59.1,55.37,5.88,2,3
24500,50340,17380,22020,239.5,780.1,2495,60.15,99.99,13.89,1,1
14400,59590,14250,31510,212.6,686.5,2051,64.01,73.64,9.65,2,1
73660,12510,20900,33950,1100,5586,6640,60.98,53.96,6.29,1,6
89460,7305,6003,57750,3955,37730,7778,54.74,100.15,19.77,1,6
21780,48070,18860,21160,275.4,883,2768,62.02,99.99,10.59,2,2
101100,7305,6049,63630,3295,23950,7770,55.8,54.39,8.09,1,6
12320,56570,11000,17880,170.2,500,1531,62.89,100.07,11.02,1,2
20330,56250,17290,30970,242.4,737.5,2443,63.82,99.91,11.85,2,1
43430,29870,29160,22330,450,1598,4797,61.78,54.39,6.09,2,1
18630,56870,16310,29410,234.2,703.9,2303,63.89,99.91,12.07,2,1
83600,7200,6067,39730,2787,23260,7852,59.37,74.03,11.25,2,6
38810,29390,27280,23980,515.4,1884,4832,59.33,55.09,6.13,2,2
13430,59760,11230,22320,169.6,509.7,1565,64.28,100.03,10.76,1,2
75060,7298,15700,36740,1638,9653,7335,63.71,73.72,9.42,1,6
42900,30030,29230,24460,449.3,1579,4784,61.35,54.35,6.08,2,1
40830,49720,19970,33980,284.3,1029,3034,60.71,100.19,12.73,1,1
81700,7277,6674,43410,2557,19270,7816,64.27,99.87,11.14,1,6
56550,23690,28600,30430,623.5,2400,5548,61.83,54.62,5.63,1,5
36110,28640,28390,15750,428.5,1449,4529,59.69,55.48,5.86,2,4
34360,32040,26850,15500,331.3,1127,3982,61.78,54.43,5.55,1,2
22890,50020,18400,37660,301.5,1129,2936,61.77,73.05,10.42,2,5
48650,23850,27700,22270,622.2,2496,5502,59.97,55.41,6.07,2,3
101500,7305,6072,65880,3128,22280,7749,56.4,54.08,7.82,1,6
37840,32740,26400,18400,438.9,1459,4276,61.04,55.05,6.08,2,2
50720,27920,29060,28180,520.4,1874,5081,61.72,54.47,5.89,1,5
32880,46030,22430,40580,372.1,1325,3629,61.65,99.79,12.79,2,5
12370,62150,11570,29830,158.1,503.8,1596,63.24,73.48,9.8,1,1
76130,7291,15130,36360,1672,10160,7360,63.79,73.72,9.28,1,6
20970,52040,19560,28100,252.4,799.3,2766,61.06,99.95,11.02,2,4
49690,22040,28180,26490,668.2,2569,5654,59.16,55.33,5.99,2,3
9720,57380,12410,22900,176,568.1,1744,61.81,72.19,9.06,2,4
19430,58120,15430,27970,203.2,570.7,2080,63.29,99.91,12.13,1,1
9943,57120,12430,21920,182.3,575.4,1753,61.89,72.66,8.92,2,4
20000,60400,15600,41310,227.7,646.4,2169,63.71,99.95,11.66,1,5
41320,29950,28870,20820,436.5,1527,4681,61.62,54.39,6.05,2,1
79300,7305,7811,49760,2389,16910,7676,64.32,99.87,11.58,1,6
49130,29170,29270,29870,497.4,1750,4977,61.37,54.51,5.99,1,5
12080,59220,13530,34800,174.2,678.6,1965,64.23,73.4,9.38,2,1
17990,59810,15210,35240,223.7,655.6,2133,63.24,99.99,12.15,1,5
50650,22490,27790,24070,658.6,2651,5673,59.9,55.33,5.86,2,3
48350,22510,28190,24500,647.1,2485,5569,59.38,55.56,6.11,2,3
86420,7277,6026,47300,3249,28770,7916,57.52,99.83,13.95,2,6
27120,49280,18800,24790,275.4,896.7,2772,64.81,100.03,11.27,1,5
27310,34550,19890,10390,261.2,753.3,2758,62.59,54.51,5.74,1,2
87860,7277,6009,48180,3140,27920,7902,53.67,99.95,16.59,2,6
38460,39400,24660,30350,430.4,1555,4145,63.06,99.83,11.89,2,5
16120,51330,17320,29070,275.4,937.6,2632,61.83,72.66,9.2,2,3
96110,7305,6084,67900,3368,22140,7607,55.81,74.46,12.63,1,6
88470,4005,12980,36150,2343,13160,7655,43,55.48,14.14,2,6
40330,34770,26740,20090,391.5,1258,4109,62.99,54.47,6.2,2,1
16990,53770,16290,23500,240.1,729.4,2323,61.9,99.87,10.79,2,2
48910,22730,28100,25090,649.6,2538,5605,59.44,55.17,6.12,2,3
39500,29020,29390,23260,465.3,1590,4822,58.77,55.44,6.04,2,4
19120,52350,18170,24520,238.3,748.8,2557,61.64,100.3,10.92,2,4
54040,32450,29910,33070,412.7,1429,4711,59.35,53.8,7.03,1,1
56380,22310,27120,21990,675.9,2770,5674,61.69,55.21,5.59,2,3
23200,55820,17780,33800,247.1,733,2496,63.58,99.99,11.38,1,5
14540,59760,15090,34220,212.6,647.7,2111,61.37,100.15,11.64,2,4
42790,30030,29250,24260,448.7,1575,4784,61.34,54.43,6.06,2,1
34140,32120,26840,15720,330.7,1125,3976,61.77,54.35,5.54,1,2
20040,50450,18670,22190,245.3,766.9,2632,61.52,100.46,10.84,2,4
45080,28230,30110,36590,529.1,1959,5318,58.27,55.56,6.11,2,4
18460,48170,16830,16940,247.1,753.3,2407,61.86,99.87,10.99,2,2
14960,60180,14410,38430,207.9,712.8,2093,64.54,73.21,9.39,2,1
87790,7059,13400,38390,1978,12470,7599,42.86,73.64,13.9,2,6
17490,54700,16610,26950,246.5,767.3,2395,62.11,100.15,10.8,2,2
101000,7305,6078,63210,3189,22200,7757,56.91,54,7.84,1,6
25360,59340,15840,39420,230.1,682.5,2225,62.85,100.07,12.69,1,5
14130,58550,13630,35130,194.5,683.4,1978,63.92,73.75,9.13,1,5
45330,29800,29530,26590,466.5,1685,4944,61.61,54.31,6.11,2,1
26990,46860,22430,31580,311,1061,3368,60.88,100.15,10.57,2,4
46840,29920,29310,29230,486.3,1675,4903,60.61,54.7,6.12,1,5
14290,59200,14260,31110,230.1,681.7,2050,62.14,100.26,11.23,2,2
31570,30570,25680,11550,318.1,1026,3727,61.19,54.59,5.64,1,2
31840,30390,25160,12080,395.1,1270,3917,60.56,55.68,6.15,2,2
80900,7277,7040,45630,2511,18450,7787,64.24,99.87,11.15,1,6
88220,6196,12400,36410,2150,13790,7646,48.2,54.78,10.61,2,6
76320,7270,14940,36300,1688,10330,7376,63.79,73.75,9.31,1,6
15950,57480,16320,29810,219,665.8,2266,61.55,99.79,11.51,2,4
33600,29810,26590,15720,440.2,1528,4376,59.75,55.6,5.92,2,2
80740,7178,12750,37940,2063,13600,7699,63.53,99.99,11.25,1,6
33210,53770,19020,33880,244.2,762.3,2669,61.38,100.07,12.69,1,1
19180,46420,17170,15760,254.2,784.2,2472,61.91,100.26,11.19,2,2
31800,47280,21300,44160,362.5,1339,3498,61.15,99.83,13,2,5
82180,7637,15280,41540,1650,9551,7185,61.48,54.04,6.14,1,6
55310,24060,27040,28320,648.4,2842,5728,59.85,54.04,7.01,2,5
9407,55630,12600,22220,172.5,593.9,1788,61.82,72.7,8.9,2,4
55090,23790,27380,28380,645.8,2794,5736,60.05,53.96,6.74,2,5
18700,41130,17870,35080,366.7,1586,3275,62.86,73.29,9.77,2,5
88280,7249,6014,43780,3137,27430,7933,52.79,99.99,16.4,2,6
37620,29380,28950,18670,437.1,1508,4667,59.4,55.21,6.14,2,4
41830,34080,27660,18450,353.4,1151,4110,61.43,54.39,6.54,1,1
57720,22720,26270,29810,693.9,3203,5919,59.21,54.08,7.12,2,5
17320,52780,16990,21760,226,690.1,2365,61.61,99.76,11.1,2,4
87070,7277,6009,46450,3264,29080,7931,57.04,100.26,14.21,2,6
20060,53940,17160,25390,244.2,742,2434,63.83,99.91,11.9,2,1
102700,7305,6009,63540,3820,30010,7850,54.75,54.78,9.09,1,6
32370,41070,24060,29910,389,1371,3881,62.24,100.19,10.42,2,3
41890,30190,28990,22190,438.3,1538,4707,61.57,54.43,6.04,2,1
22560,50230,18600,36650,302.1,1112,2945,62.34,73.13,10.21,2,5
12700,58140,13210,25940,192.8,623.7,1881,64.14,73.01,9.54,2,1
49710,24050,29440,21790,613.4,2076,5344,61.79,100.26,9.18,2,2
13410,61700,10810,26120,178.3,591.3,1586,64.64,100.03,11.68,1,2
47050,30180,29230,29430,484.4,1681,4898,60.8,54.7,6.05,1,5
17870,49380,16560,17670,241.8,737,2359,61.93,99.79,10.94,2,2
32010,40450,23830,25180,387.2,1309,3791,61.69,99.91,10.81,2,3
44330,34090,28510,24270,375.7,1248,4324,61.76,54,6.19,1,1
11710,59110,12650,31330,151.2,591.7,1789,62.87,73.79,9.71,1,1
23150,54740,18530,31460,253.6,727.6,2578,63.02,100.07,11.57,1,5
30200,37800,21110,13980,283.1,854.9,3002,63.5,54.27,5.9,1,2
36150,42660,23680,35520,401.8,1440,3902,61.97,99.87,12.4,2,5
43140,33440,28830,22900,369.7,1222,4335,60.8,54.43,6.54,1,1
86530,7242,6026,43050,3196,27220,7929,58.84,99.95,12.81,2,6
48160,22750,28300,24400,638.2,2445,5545,59.29,55.25,5.95,2,3
82560,7376,14610,43410,1742,10190,7245,61.38,53.92,6.35,1,6
28510,54160,18110,31900,254.2,778.3,2577,62.9,99.99,12.39,1,5
44700,29670,29500,26230,464.1,1651,4901,61.4,54.31,6.01,2,1
24080,48030,20870,29930,318.1,1053,3166,61.85,100.15,11.18,2,3
93320,7305,6049,67810,3691,23960,7797,55.73,74.46,12.72,1,6
46820,25090,27770,19840,579.9,2249,5272,60.26,55.05,6.08,2,3
23850,48550,19090,20980,267.1,837.6,2746,63.87,99.91,11.61,2,1
18990,55170,18560,32250,239.5,751.9,2603,61.08,100.03,11.3,2,4
16580,48480,12950,13540,188.1,591.3,1824,63.56,100.03,10.74,1,2
20880,59490,15790,39390,230.1,654.3,2196,64.42,99.91,11.45,1,5
14080,59340,13990,30140,209.1,674.1,2012,64.01,73.6,9.62,2,1
15410,57270,15340,28440,233,711.9,2195,61.99,99.72,11.17,2,2
33560,30080,26800,12760,330.1,1087,3932,61.28,54.55,5.42,1,2
24550,50480,17790,20990,229.5,693.6,2459,63.16,99.91,11.91,1,1
77710,7249,12410,41500,2067,13250,7520,63.68,73.75,9.43,1,6
24060,47970,20640,29870,318.7,1072,3159,61.98,99.72,11.05,2,3
49620,26390,30350,21330,477,1567,4924,63.35,100.07,8.36,1,2
14940,54910,11980,17770,175.4,543,1674,64.25,99.99,10.83,1,2
44820,33640,28870,26800,386.6,1277,4402,61.38,54.12,6.34,1,1
27750,49320,19820,26170,275.4,873.6,2869,63.61,99.99,11.08,1,5
26100,46230,21740,29110,336.7,1108,3332,61.68,99.76,11.04,2,3
54850,22370,30620,25970,641.3,2190,5637,61.56,100.22,8.91,2,4
88720,7249,6014,44200,3112,27280,7929,50.31,99.99,18.43,2,6
21660,55760,18040,32650,250,773.7,2564,63.85,99.91,11.85,2,1
15700,64880,12190,44890,184.1,627.6,1769,64.68,73.79,9.17,1,1
27590,46310,20860,21710,291.4,937.6,3056,63.9,99.95,11.53,2,1
89970,7305,6084,68570,3072,22060,7553,59.79,100.07,13.39,1,6
37690,29110,29020,20410,443.2,1516,4680,59,54.94,5.88,2,4
48260,22380,28200,24880,650.3,2493,5578,59.32,55.6,6.02,2,3
49380,22180,28230,26260,661.2,2535,5630,59.1,55.41,5.94,2,3
47820,22910,28040,25910,643.9,2469,5540,59.2,55.72,5.84,2,3
34420,34350,25650,23050,435.3,1504,4224,61.47,55.8,7.01,2,3
33660,30150,26560,12370,328.3,1082,3895,61.47,54.51,5.34,1,2
29610,58460,17640,42260,224.2,679,2426,61.31,100.07,12.83,1,1
41810,34080,26900,19240,398.7,1247,4116,62.11,54.62,6.44,1,5
16080,55920,15780,26540,235.4,716.4,2251,62.03,100.22,10.86,2,2
102800,7305,6026,64730,3321,24480,7768,55.14,54.74,8.19,1,6
60210,19490,29980,29270,746.4,2695,6065,61.53,100.19,9.15,2,4
21590,59570,15510,32920,207.9,593.4,2109,63.87,99.83,11.79,1,1
19220,53530,18510,27470,239.5,744.7,2589,61.26,100.19,11.11,2,4
15600,56310,16270,26830,220.1,658.7,2253,61.66,100.11,11.39,2,4
100600,7305,6119,64990,3080,21520,7742,57.03,53.84,7.52,1,6
12870,57790,10920,19140,166.7,500.9,1523,63.9,100.07,10.77,1,2
14720,57610,14760,27540,231.3,680.8,2106,61.89,99.99,11.15,2,2
24950,46840,19640,19830,275.4,875.5,2847,63.92,100.03,11.55,2,1
32520,29830,26510,12250,333.1,1084,3892,60.87,54.62,5.67,1,2
24770,49160,19560,22900,270.7,852.5,2815,63.83,99.91,11.73,2,1
28790,48480,20820,28760,299.1,1014,3123,64.41,99.91,11.02,2,1
11530,55170,13800,26980,179.4,721.8,2031,64.01,73.64,9.22,2,1
82450,7298,14640,41800,1775,10180,7245,61.52,54.08,6.44,1,6
101300,7305,6026,61360,3456,24480,7806,56.83,54.2,8,1,6
14490,53270,11760,15890,174.2,535.4,1644,63.86,100.07,10.59,1,2
23420,49120,20550,34240,315.7,1050,3122,61.95,100.22,11.02,2,3
41720,37970,24250,33850,458.6,1766,4298,61.13,99.87,12.47,2,5
40270,30220,28820,16850,430.4,1405,4539,60.21,55.25,6.15,2,4
36280,35880,25690,24660,389,1513,4236,62.4,54.31,6.13,1,2
17870,52480,17380,22220,230.1,706.1,2423,61.57,100.42,11.22,2,4
16130,51230,15380,18260,231.3,696.7,2188,61.97,100.22,11.1,2,2
56290,32710,29960,36680,420,1482,4776,58.94,53.8,7.05,1,1
101900,7305,6067,65340,3182,22930,7757,56.03,54.35,7.93,1,6
14430,56180,14290,29250,196.8,677.2,2049,63.78,74.14,9.22,1,5
28080,48820,20240,24560,273.6,839,2884,63.64,99.95,11.33,1,5
27460,45330,22330,29990,346.8,1155,3451,61.78,99.72,10.59,2,3
7851,60570,8059,19040,145.4,440.8,1163,63.68,72.39,8.71,1,2
14640,60460,11050,35160,159.2,694.5,1697,62.93,73.87,9.74,1,5
15150,58810,15490,31310,214.3,639.4,2146,61.6,99.99,11.6,2,4
14940,53570,11960,16430,175.4,544.7,1673,64.13,99.99,10.79,1,2
82450,7277,6305,46180,2714,20750,7852,63.81,99.79,11.24,1,6
14100,55750,14200,22390,223.1,654.8,2016,61.93,100.5,11.08,2,2
45010,29510,29600,26950,469.6,1668,4931,61.35,54.47,6.02,2,1
23540,48810,20640,31600,316.3,1039,3124,61.81,99.87,11.26,2,3
47070,30070,29350,28270,471.5,1608,4830,61.03,54.55,6.03,1,5
67790,13300,26200,30410,1009,4164,6709,61.9,100.15,8.93,2,3
47670,29890,29350,31040,491.2,1714,4946,60.69,54.78,5.98,1,5
80280,7298,7481,48680,2452,17530,7725,64.25,99.95,11.35,1,6
19720,61130,14620,33930,200.3,555.7,1977,63.87,99.83,12.15,1,1
41770,29090,29980,26800,480.7,1702,5023,58.71,55.37,6.02,2,4
51910,24570,30910,21570,506.7,1670,5120,63.25,99.99,8.16,1,2
85950,7277,6026,47490,3243,28760,7910,57.96,100.03,13.78,2,6
21870,57060,17790,35350,244.7,692.3,2459,63.13,99.99,11.64,1,5
29220,56550,16630,39700,245.9,872.6,2492,63.16,100.11,12.19,1,5
50490,28140,29750,35470,527.8,2016,5329,61.6,66.81,6.02,2,1
24240,61840,14680,60290,209.6,797,2200,60.7,74.38,10.46,1,1
37670,30640,28420,16890,421.8,1428,4512,59.92,55.25,6.18,2,4
18320,57050,18290,38170,235.9,744.7,2564,60.97,100.03,11.19,2,4
47520,23020,28090,25350,633.1,2454,5524,59.25,54.98,6.13,2,3
14870,57880,15320,28160,216.1,630.7,2125,61.62,100.22,11.45,2,4
35750,37870,23380,16440,297.9,882,3297,62.11,54.51,6.74,1,1
44930,29880,29510,26480,464.1,1666,4919,61.53,54.35,5.98,2,1
18600,48190,16960,17110,247.7,756.5,2426,61.83,99.91,10.92,2,2
12380,58770,10710,19960,164.4,489.2,1490,63.82,100.07,10.7,1,2
19380,38190,15630,10170,214.3,641.2,2166,62.28,54.51,6.44,1,2
15900,52740,15380,20020,231.8,689.2,2183,61.77,99.95,10.97,2,2
11260,55790,13890,21600,199.2,622.4,1955,61.78,73.01,9.11,2,4
24840,50080,17930,20740,230.1,700.8,2483,63.17,99.91,11.92,1,1
20050,61000,13230,37010,203.2,703.4,1952,62.89,74.11,9.85,1,5
42300,30160,29070,22940,442.6,1554,4734,61.53,54.51,6.05,2,1
27870,42030,22600,19360,310.4,1028,3351,61.4,100.15,11.01,2,4
18180,58290,18090,49030,241.8,803.9,2598,60.83,100.07,11.21,2,4
45700,30250,29090,25270,471.5,1619,4809,60.95,54.59,6.1,1,5
9904,61300,8867,20800,153.5,449.4,1258,63.38,100.03,11.11,1,2
11280,62160,9752,23490,158.6,459.3,1362,63.86,100.03,11.03,1,2
19720,43790,19450,16750,273.6,864.7,2817,61.64,57.08,8.31,2,2
48500,33360,27260,25110,407.8,1499,4435,60.83,54,6.84,1,5
23780,49970,18450,39360,315.7,1225,3031,61.48,73.52,10.52,2,5
18350,46200,17590,35350,293.7,1257,2954,62.52,73.87,10.22,2,5
20180,52140,19020,26250,246.5,772.3,2677,61.2,100.22,11.06,2,4
14500,58350,11770,21640,173.7,534.9,1645,64.48,100.07,10.63,1,2
20340,59220,16470,38720,234.8,652.6,2271,63.24,100.03,11.91,1,5
41290,29560,26380,23040,510.4,1881,4708,62.47,55.52,6.42,2,3
37120,42500,22890,38690,409.1,1550,3904,60.93,99.87,12.47,2,5
90160,7305,13610,55920,2148,12510,7663,30.02,100.07,55.33,2,6
23340,48820,20530,30910,314.5,1030,3103,61.85,99.99,11.14,2,3
15470,49750,17350,27810,259.4,910.4,2608,62.06,72.7,8.9,2,3
88410,3814,11860,35160,2240,14660,7689,53.73,54.31,8.33,2,6
13990,59200,13930,29570,208.5,670.2,2001,64.03,73.4,9.75,2,1
95190,7305,6072,70550,3189,22330,7540,56.53,74.5,12.33,1,6
30030,42100,23170,25720,367.3,1234,3632,61.79,100.3,10.56,2,3
23420,47910,20660,23160,268.9,867.5,2959,61.22,100.15,11.02,2,4
36910,34000,27450,21530,349.2,1233,4176,62.06,54.27,5.34,1,2
46180,29880,29340,24560,475.8,1750,4984,62.2,54.31,6.19,2,1
104800,7305,6026,66420,3331,25050,7767,54.31,54.39,8.27,1,6
39920,30840,26610,23270,484.4,1723,4578,61.98,55.13,6.34,2,3
16610,52840,15910,20980,234.8,707.9,2260,61.91,99.76,11.06,2,2
22960,49650,18630,21620,261.2,814,2673,63.86,99.95,11.72,2,1
105600,7305,6009,68090,3399,26350,7776,53.44,54.43,8.58,1,6
82340,7108,7069,38260,2428,18600,7784,56.36,74.3,13.21,2,6
22750,50630,20540,29310,265.3,868.9,2948,60.95,100.11,11.12,2,4
19480,50980,18690,22460,243.6,756.9,2624,61.6,100.03,11.35,2,4
97420,7305,6014,67150,3749,29900,7879,58.58,55.37,10.33,1,6
48820,34930,25870,22110,389.6,1404,4148,61.4,53.88,6.91,1,5
6942,62160,8065,22990,118.5,440.3,1164,64.54,72.39,8.19,1,2
34460,29350,26950,16940,454.3,1563,4458,59.37,55.64,6.03,2,2
34100,45220,22230,41720,382.4,1420,3693,60.98,99.83,12.75,2,5
71200,26550,27590,45100,642.6,2749,5729,58.19,54.08,7.33,1,1
47500,33230,27230,24220,409.1,1484,4415,60.95,53.96,6.79,1,5
90550,7305,6003,57960,3860,35510,7738,54.67,100.26,19.49,1,6
14990,64690,11920,38820,178.9,570.7,1692,64.24,74.14,9.6,1,1
56270,22600,27250,32390,673.3,2962,5869,59.13,54.08,7.05,2,5
8159,69520,7583,37190,149.4,516.8,1172,64.85,72.08,9.5,1,2
26380,35020,22140,12300,318.1,949.1,3215,61.06,55.8,6.48,2,2
14410,62470,12230,29950,180.6,517.2,1679,63.47,99.91,11.9,1,1
32920,31090,26980,14640,336.7,1097,3963,60.36,54.59,5.46,1,2
82450,7277,6282,46590,2731,20910,7858,63.82,99.95,11.3,1,6
14590,59490,14430,31880,214.3,695,2079,63.94,73.64,9.8,2,1
18150,62470,14240,36270,193.9,537.1,1918,62.75,99.87,12.81,1,1
21080,32600,18480,38490,515.4,2324,3965,61.7,73.21,9.84,2,5
17990,57610,15610,29830,227.2,684.3,2204,63.99,100.03,12.03,2,1
82560,7333,14570,42890,1758,10240,7247,61.46,54,6.44,1,6
16550,48350,13030,13490,188.1,587.8,1830,63.29,99.99,10.71,1,2
46620,34160,28390,24430,390.8,1353,4426,62.26,54.16,6.31,1,1
46480,29880,29330,27030,470.2,1588,4808,60.87,54.55,5.94,1,5
36890,30240,27190,22190,487.5,1725,4667,59.32,55.52,6.05,2,2
46520,29480,29600,26860,482,1775,5051,61.91,54.43,5.92,2,1
42620,37240,24050,34030,475.2,1849,4348,61.06,99.99,12.47,2,5
93730,7305,6003,69550,3603,31990,7824,56.67,100.22,14.91,1,6
57690,21510,27440,34880,695.2,3040,5973,59.06,54.16,6.89,2,5
22100,56670,17620,33340,241.8,671.5,2421,63.42,99.95,11.75,1,5
22880,51470,20540,33930,271.2,917,2995,60.84,100.11,10.78,2,4
104300,7305,6026,66240,3306,24930,7767,54.35,54.35,8.5,1,6
23580,50460,18980,23500,262.4,817.3,2715,63.82,99.95,11.8,2,1
50490,22870,27690,23420,649.6,2630,5633,60.06,55.41,5.81,2,3
81910,7298,6562,48270,2629,19500,7812,63.75,99.83,11.37,1,6
12920,55360,11230,17010,170.8,507.6,1561,63.05,100.03,10.77,1,2
16410,50170,12730,14560,184.7,584,1792,64.08,100.03,10.59,1,2
9044,51860,12070,18440,197.4,696.7,1816,61.94,72.43,8.55,2,2
25450,59490,15670,39770,228.3,684.8,2211,62.79,99.95,12.38,1,5
82940,7482,15010,43090,1676,9808,7217,61.28,54.04,6.41,1,6
41290,35490,26620,18130,342.6,1072,3891,61.33,54.51,6.65,1,1
87550,3814,6287,34370,2989,20940,7877,57.95,54.35,8.53,2,6
25460,48280,19110,20980,240.6,753.7,2668,62.95,67.51,11.37,1,1
12830,59700,13040,28700,213.1,652.1,1884,62.19,99.72,11.49,2,2
87370,7038,9201,36500,2256,14830,7687,55.62,54.31,7.87,2,6
35140,32790,27030,16580,330.7,1139,4018,61.76,54.39,5.41,1,2
34930,30750,27610,15720,341.4,1126,4075,60.79,54.55,5.28,1,2
8027,62500,7938,21230,142,433.4,1146,64.34,71.8,8.79,1,2
15180,50160,17070,27510,260.6,903.8,2576,62.08,73.17,8.87,2,3
38250,40010,24500,31460,425.5,1535,4101,62.72,99.79,12.21,2,5
27380,49610,20250,26120,275.4,846,2891,63.21,100.07,11.38,1,5
14970,47510,17550,27520,262.4,957.2,2679,61.94,72.04,8.75,2,3
20320,49490,18140,21370,264.2,833,2634,61.95,99.95,10.79,2,2
21880,47650,19890,20350,261.2,828.8,2831,61.65,100.07,11.38,2,4
37870,30000,28320,17290,363.1,1260,4314,61.16,54.43,5.39,1,2
42340,33920,27570,18610,360.7,1180,4131,62.28,54.08,6.36,1,1
52840,20560,27790,27420,710.7,2874,5876,59.52,55.13,5.8,2,3
17040,49580,15920,17260,239.5,720,2273,61.9,100.38,11.03,2,2
19160,60940,14880,34060,198.6,563.4,2010,62.43,99.95,12.57,1,1
21380,54500,16420,23770,213.7,615.9,2232,63.29,99.87,11.99,1,1
59290,22430,27790,37940,699.1,3061,6050,62.34,54.35,5.74,2,1
16670,50080,15690,17380,234.2,712.8,2237,61.9,99.76,11.17,2,2
23780,54980,18550,37260,263.6,867,2711,64.37,99.91,11.02,2,1
45370,30410,28880,23350,464.7,1602,4765,61.21,54.62,6.12,1,5
41790,30170,28880,21170,437.7,1534,4688,61.77,54.39,6.15,2,1
39180,29640,27100,25140,521.6,1942,4866,59.47,55.56,5.97,2,2
11460,59590,10350,20560,165,477.9,1443,63.1,99.99,10.93,1,2
55440,22970,27660,30140,659.2,2829,5812,59.76,54,6.92,2,5
43430,33210,29200,25830,378.1,1230,4394,60.73,54.39,6.32,1,1
45880,29580,29670,28420,472.7,1716,4992,61.49,54.47,6.02,2,1
17030,49390,15890,17000,237.1,723.1,2270,61.86,99.83,11.14,2,2
41990,29740,29100,22690,445.1,1566,4755,61.4,54.31,6.27,2,1
57660,21440,27530,34690,692.6,3015,5970,59.24,59.43,6.86,2,5
17630,48590,16300,16690,240.1,737.9,2328,61.95,100.34,11.06,2,2
46940,34260,28880,30480,396.9,1351,4488,61.55,54.2,6.22,1,1
80690,3814,12750,33440,2286,13090,7575,63.69,54.04,6.29,1,6
21810,57880,13830,34560,220.1,854.9,2152,63.34,74.11,9.87,1,5
48890,29500,28960,26700,505.5,1954,5151,62.62,54.47,5.9,2,1
105600,7305,6014,66420,3450,26550,7778,53.55,54.47,8.66,1,6
58960,28700,26910,24130,510.4,2130,5028,61.34,53.96,6.74,1,5
9569,58570,11620,23340,195.1,615,1694,62.14,72.04,8.85,2,2
21340,56880,17880,36360,248.3,773.3,2546,63.97,99.91,11.83,2,1
49760,22320,28290,25960,656,2544,5643,59.38,55.37,5.91,2,3
40750,30120,28760,21710,435.9,1523,4660,61.47,54.35,6.17,2,1
92650,7305,6346,67430,3175,20570,7586,58.1,74.11,11.59,1,6
8893,57230,11360,22620,188.7,626.8,1676,62.11,72.35,8.85,2,2
28240,48300,21140,26900,295.5,977,3126,64.1,99.95,11.23,2,1
41990,29700,29110,22180,444.4,1558,4743,61.47,54.47,6.08,2,1
21370,57530,17760,39560,249.4,789.7,2547,64.07,99.87,11.61,2,1
23540,53840,19020,31510,260.6,823.7,2724,63.96,99.87,11.58,2,1
17040,57170,17240,32490,227.2,691,2396,61.24,99.87,11.4,2,4
45980,29910,29190,26580,480.7,1637,4842,60.71,54.62,6.2,1,5
39720,38210,24970,29510,445.1,1617,4251,63.16,99.83,12.02,2,5
81800,7284,6686,47300,2591,19170,7808,63.76,99.91,11.43,1,6
34340,30450,26360,15350,438.3,1534,4349,60.23,55.48,5.88,2,2
75990,9506,18760,32250,1366,6848,6871,61.55,54,6.39,1,6
90550,7305,6072,69750,3087,22420,7557,59.18,100.19,14.06,1,6
47710,29900,29330,31170,493.1,1718,4951,60.66,54.7,5.98,1,5
46040,30500,28980,24360,457.3,1571,4739,61.59,54.51,6.15,1,5
29250,46900,21210,23810,292,910.9,3069,63.12,99.91,11.34,1,5
49310,33260,27540,28740,417,1535,4510,60.46,54,6.75,1,5
70330,28740,27360,35520,603.8,2559,5514,58.8,54.2,7.35,1,1
7708,65780,7769,26970,129.3,427.6,1122,64.82,72.66,8.42,1,2
75890,3860,16170,30610,1829,9355,7338,62.58,53.92,6.56,1,6
43830,34160,28470,24290,373.9,1236,4306,61.69,54,6.27,1,1
21470,49510,17780,37910,278.9,1120,2853,61.44,73.4,10.54,2,5
20040,55850,19480,48830,261.2,861.4,2816,60.83,100.15,10.86,2,4
22940,60200,15690,38260,213.7,645.1,2178,64.15,99.91,11.51,1,1
23820,38590,21650,14270,279.5,865.1,3072,61.04,54.98,7,2,4
57830,14680,26080,25230,891.3,3657,6275,59.63,55.21,5.93,2,3
14110,51970,11960,14920,178.9,536.6,1666,62.89,100.07,10.97,1,2
41120,33080,28520,20140,360.7,1165,4230,61.33,54.39,6.26,1,1
59960,21820,27700,41310,717.9,3136,6103,62.18,54.35,5.71,2,1
20170,49010,17950,36030,268.9,1062,2821,62.08,73.17,10.34,2,5
13470,55600,11270,17350,169,512.6,1571,63.81,100.03,10.8,1,2
