index,timestamp,TGS826,TGS2611,TGS2603,TGS813,TGS822,TGS2602,TGS823,temperatura,pressao,umidade,c_type,culture_day
55,1623852918.6317887,18950.0,57200.0,18830.0,53770.0,253.0,836.2,2715.0,60.85,100.03,10.87,4,2
56,1623852919.166211,19020.0,57110.0,18890.0,53290.0,254.2,839.0,2725.0,60.85,100.19,10.93,4,2
57,1623852919.7745054,19100.0,57000.0,18950.0,52820.0,253.6,840.9,2732.0,60.85,100.03,10.85,4,2
58,1623852920.3849666,19160.0,56880.0,18990.0,52640.0,254.7,843.7,2742.0,60.84,100.19,10.85,4,2
59,1623852921.0548692,19280.0,56790.0,19050.0,52060.0,255.9,846.0,2750.0,60.84,100.22,10.86,4,2
60,1623852921.624719,19380.0,56690.0,19110.0,51660.0,255.9,847.4,2758.0,60.84,100.19,10.78,4,2
61,1623852922.1657555,19470.0,56570.0,19160.0,51160.0,256.5,849.7,2767.0,60.83,100.19,10.88,4,2
62,1623852922.7706006,19550.0,56450.0,19220.0,50830.0,257.1,852.1,2775.0,60.83,100.11,10.85,4,2
63,1623852923.3824253,19680.0,56340.0,19270.0,50450.0,258.3,853.9,2784.0,60.84,100.19,10.9,4,2
64,1623852924.0468552,19730.0,56220.0,19320.0,50020.0,257.7,855.8,2791.0,60.83,100.19,10.73,4,2
65,1623852924.6192076,19850.0,56100.0,19380.0,49600.0,258.3,857.7,2799.0,60.81,100.11,10.73,4,2
66,1623852925.1657972,19950.0,55980.0,19420.0,49240.0,259.4,860.0,2808.0,60.81,100.15,10.65,4,2
67,1623852925.767435,20040.0,55850.0,19480.0,48830.0,261.2,861.4,2816.0,60.83,100.15,10.86,4,2
68,1623852926.3751416,20140.0,55730.0,19530.0,48130.0,259.4,863.3,2824.0,60.83,100.11,10.92,4,2
69,1623852926.97861,20220.0,55610.0,19580.0,48030.0,261.2,865.6,2832.0,60.81,100.11,10.9,4,2
70,1623852927.6185274,20330.0,55490.0,19630.0,47590.0,261.8,867.5,2839.0,60.83,100.11,10.7,4,2
71,1623852928.1656692,20420.0,55360.0,19680.0,47200.0,262.4,869.4,2847.0,60.83,100.11,10.71,4,2
72,1623852928.7669756,20520.0,55230.0,19730.0,46780.0,263.0,871.7,2855.0,60.83,100.19,10.85,4,2
73,1623852929.401252,20620.0,55100.0,19780.0,46360.0,263.0,873.1,2863.0,60.83,100.15,10.72,4,2
74,1623852930.042749,20730.0,54980.0,19820.0,46040.0,264.2,875.5,2871.0,60.81,100.11,10.6,4,2
75,1623852930.6140237,20810.0,54850.0,19880.0,45630.0,264.8,878.3,2877.0,60.81,100.11,10.77,4,2
76,1623852931.1658072,20910.0,54700.0,19920.0,45320.0,264.8,880.6,2887.0,60.81,100.22,10.74,4,2
77,1623852931.7785895,21010.0,54570.0,19970.0,44930.0,265.3,881.6,2894.0,60.83,100.11,10.75,4,2
78,1623852932.368754,21100.0,54440.0,20020.0,44500.0,266.5,884.9,2902.0,60.81,100.11,10.68,4,2
79,1623852933.0371742,21200.0,54290.0,20060.0,44160.0,267.7,886.3,2909.0,60.83,100.11,10.68,4,2
80,1623852933.6127198,21290.0,54160.0,20100.0,43820.0,267.7,889.6,2917.0,60.81,100.22,10.61,4,2
81,1623852934.1659586,21390.0,54020.0,20170.0,43500.0,268.3,891.5,2923.0,60.83,100.19,10.81,4,2
82,1623852934.7661922,21490.0,53900.0,20200.0,43170.0,268.3,893.8,2933.0,60.81,100.19,10.68,4,2
83,1623852935.3661113,21600.0,53740.0,20250.0,42770.0,268.9,895.2,2940.0,60.81,100.11,10.82,4,2
84,1623852936.0386205,21690.0,53610.0,20290.0,42490.0,270.1,898.1,2947.0,60.83,100.22,10.69,4,2
85,1623852936.6095142,21810.0,53470.0,20350.0,42140.0,270.7,899.5,2955.0,60.81,100.11,10.7,4,2
86,1623852937.1838074,21900.0,53350.0,20380.0,41840.0,271.2,902.3,2963.0,60.8,100.19,10.63,4,2
87,1623852937.766893,21970.0,53210.0,20440.0,41540.0,271.2,904.7,2969.0,60.81,100.15,10.71,4,2
88,1623852938.3655124,22090.0,53070.0,20490.0,41200.0,273.0,907.1,2978.0,60.81,100.15,10.73,4,2
89,1623852939.0311892,22200.0,52940.0,20530.0,40910.0,273.6,909.9,2986.0,60.81,100.22,10.6,4,2
90,1623852939.606339,22330.0,52780.0,20560.0,40580.0,274.2,911.8,2994.0,60.81,100.15,10.63,4,2
91,1623852940.183109,22400.0,52650.0,20600.0,40290.0,274.8,914.7,3001.0,60.81,100.19,10.59,4,2
92,1623852940.7654483,22500.0,52520.0,20650.0,40010.0,275.4,916.6,3009.0,60.8,100.11,10.7,4,2
93,1623852941.366851,22600.0,52380.0,20700.0,39700.0,275.4,919.4,3017.0,60.83,100.15,10.56,4,2
94,1623852942.0265636,22690.0,52240.0,20740.0,39420.0,276.6,922.3,3024.0,60.81,100.15,10.73,4,2
95,1623852942.6025493,22800.0,52100.0,20780.0,39190.0,278.3,925.1,3033.0,60.81,100.15,10.55,4,2
96,1623852943.1820734,22900.0,51960.0,20830.0,38890.0,278.3,928.0,3040.0,60.83,100.11,10.73,4,2
97,1623852943.7657218,22990.0,51830.0,20870.0,38650.0,278.9,930.9,3047.0,60.83,100.11,10.67,4,2
98,1623852945.0253534,23200.0,51550.0,20960.0,38100.0,281.3,936.6,3066.0,60.83,100.26,10.56,4,2
99,1623852945.6246126,23300.0,51410.0,21010.0,37850.0,280.7,939.5,3072.0,60.81,100.11,10.61,4,2
100,1623852946.1811426,23400.0,51280.0,21050.0,37600.0,281.3,942.3,3080.0,60.83,100.15,10.73,4,2
101,1623852946.765549,23510.0,51140.0,21090.0,37350.0,283.1,944.7,3088.0,60.84,100.19,10.61,4,2
102,1623852947.4022992,23610.0,51000.0,21130.0,37130.0,282.5,948.6,3094.0,60.83,100.19,10.6,4,2
103,1623852948.04768,23700.0,50870.0,21170.0,36860.0,284.3,951.0,3104.0,60.83,100.11,10.6,4,2
104,1623852948.5963662,23810.0,50740.0,21210.0,36650.0,285.4,954.3,3110.0,60.83,100.15,10.56,4,2
105,1623852949.179408,23920.0,50600.0,21270.0,36440.0,286.0,957.2,3121.0,60.84,100.11,10.56,4,2
106,1623852949.765906,24030.0,50460.0,21300.0,36210.0,286.6,960.1,3128.0,60.83,100.11,10.55,4,2
107,1623852950.3990333,24160.0,50320.0,21340.0,36060.0,286.6,963.5,3137.0,60.84,100.15,10.75,4,2
108,1623852951.0239186,24220.0,50200.0,21380.0,35800.0,288.4,966.9,3146.0,60.84,100.15,10.65,4,2
109,1623852951.59261,24350.0,50050.0,21420.0,35580.0,288.4,969.8,3152.0,60.83,100.19,10.66,4,2
110,1623852952.1760774,24440.0,49910.0,21470.0,35440.0,290.2,973.1,3161.0,60.85,100.15,10.6,4,2
111,1623852952.7656393,24550.0,49800.0,21520.0,35160.0,290.2,976.5,3169.0,60.84,100.03,10.6,4,2
112,1623852953.3771057,24670.0,49640.0,21560.0,34970.0,291.4,979.4,3178.0,60.84,100.15,10.61,4,2
113,1623852954.015899,24730.0,49530.0,21610.0,34780.0,291.4,982.8,3186.0,60.85,100.11,10.61,4,2
114,1623852954.5874765,24860.0,49410.0,21630.0,34590.0,293.1,986.7,3194.0,60.87,100.15,10.61,4,2
115,1623852955.1724124,24950.0,49260.0,21680.0,34450.0,294.3,989.6,3202.0,60.84,100.11,10.69,4,2
116,1623852955.7658913,25060.0,49150.0,21720.0,34240.0,294.3,993.5,3212.0,60.87,100.11,10.54,4,2
117,1623852956.396328,25190.0,49000.0,21760.0,34110.0,296.1,996.4,3221.0,60.84,100.15,10.65,4,2
118,1623852957.0181978,25300.0,48880.0,21800.0,33900.0,294.9,1000.0,3229.0,60.87,100.11,10.71,4,2
119,1623852957.586671,25390.0,48750.0,21850.0,33750.0,297.3,1004.0,3235.0,60.87,100.19,10.54,4,2
120,1623852958.1693048,25480.0,48600.0,21880.0,33570.0,298.5,1007.0,3246.0,60.87,100.19,10.5,4,2
121,1623852958.7663054,25610.0,48500.0,21930.0,33420.0,299.1,1011.0,3254.0,60.85,100.19,10.7,4,2
122,1623852959.3952065,25690.0,48350.0,21970.0,33240.0,299.7,1015.0,3263.0,60.87,100.11,10.56,4,2
123,1623852960.0111277,25810.0,48230.0,21980.0,33120.0,300.3,1018.0,3272.0,60.87,100.19,10.64,4,2
124,1623852960.583389,25910.0,48110.0,22040.0,32950.0,300.3,1022.0,3280.0,60.87,100.15,10.59,4,2
125,1623852961.1665945,26000.0,47970.0,22070.0,32820.0,302.6,1026.0,3289.0,60.87,100.22,10.47,4,2
126,1623852961.7668436,26120.0,47850.0,22130.0,32630.0,303.2,1029.0,3298.0,60.88,100.11,10.63,4,2
127,1623852962.3861897,26220.0,47730.0,22160.0,32490.0,303.8,1033.0,3307.0,60.87,100.11,10.5,4,2
128,1623852963.0088596,26360.0,47600.0,22210.0,32390.0,304.4,1038.0,3315.0,60.88,100.19,10.57,4,2
129,1623852963.5779576,26440.0,47480.0,22240.0,32200.0,306.2,1041.0,3324.0,60.89,100.19,10.61,4,2
130,1623852964.1663165,26580.0,47360.0,22290.0,32110.0,307.4,1045.0,3333.0,60.88,100.15,10.54,4,2
131,1623852964.7655292,26670.0,47230.0,22330.0,31940.0,307.4,1049.0,3343.0,60.88,100.19,10.55,4,2
132,1623852965.384963,26770.0,47110.0,22350.0,31740.0,308.6,1053.0,3350.0,60.88,100.15,10.56,4,2
133,1623852966.0084617,26870.0,47000.0,22400.0,31690.0,309.8,1057.0,3358.0,60.89,100.03,10.51,4,2
134,1623852966.6028037,26990.0,46860.0,22430.0,31580.0,311.0,1061.0,3368.0,60.88,100.15,10.57,4,2
135,1623852967.1656675,27090.0,46750.0,22490.0,31440.0,311.6,1065.0,3376.0,60.88,100.11,10.51,4,2
137,1623852971.9973724,26630.0,43560.0,23750.0,30650.0,324.7,1103.0,3570.0,60.49,56.23,7.98,4,2
138,1623852972.5722158,29270.0,41430.0,24470.0,29250.0,339.6,1125.0,3682.0,60.35,55.52,7.01,4,2
139,1623852973.2368755,32430.0,39530.0,25390.0,28420.0,359.5,1163.0,3839.0,60.23,55.52,6.84,4,2
140,1623852973.7660258,35490.0,37900.0,26330.0,27990.0,380.6,1214.0,4009.0,60.13,55.48,6.65,4,2
141,1623852974.99654,40600.0,35450.0,27790.0,27650.0,421.2,1327.0,4320.0,59.97,55.44,6.41,4,2
142,1623852975.5690987,43130.0,34290.0,28470.0,27680.0,443.2,1407.0,4491.0,59.9,55.41,6.32,4,2
143,1623852976.1658175,45310.0,33210.0,28990.0,27760.0,468.4,1494.0,4660.0,59.82,55.41,6.48,4,2
144,1623852976.7658048,47710.0,31980.0,29450.0,27900.0,496.8,1619.0,4857.0,59.73,55.37,6.3,4,2
145,1623852977.3839045,49220.0,31090.0,29620.0,28140.0,518.5,1726.0,5004.0,59.64,55.48,6.11,4,2
146,1623852977.9963374,50350.0,30340.0,29710.0,28380.0,537.2,1832.0,5125.0,59.62,55.44,6.26,4,2
147,1623852978.657635,51240.0,29650.0,29660.0,28610.0,555.3,1945.0,5240.0,59.53,55.41,6.08,4,2
148,1623852979.2340095,51880.0,29220.0,29600.0,28800.0,566.0,2024.0,5312.0,59.49,55.44,6.04,4,2
149,1623852979.7657783,52450.0,28670.0,29440.0,29030.0,582.4,2131.0,5405.0,59.43,55.29,6.11,4,2
150,1623852980.3748538,52970.0,28160.0,29240.0,29370.0,596.3,2238.0,5486.0,59.37,55.44,6.2,4,2
151,1623852980.9883387,53240.0,27680.0,29030.0,29590.0,607.0,2339.0,5556.0,59.35,55.44,6.25,4,2
152,1623852981.6601443,53730.0,27320.0,28810.0,29930.0,621.0,2433.0,5617.0,59.29,55.37,6.09,4,2
153,1623852982.230304,53750.0,26920.0,28600.0,30240.0,629.9,2525.0,5674.0,59.24,55.33,6.1,4,2
154,1623852982.7657185,53910.0,26610.0,28390.0,30560.0,640.1,2601.0,5717.0,59.18,55.44,6.17,4,2
155,1623852983.3904374,54140.0,26350.0,28240.0,30890.0,645.2,2666.0,5754.0,59.15,55.48,6.16,4,2
156,1623852984.6799183,54120.0,25840.0,27970.0,31530.0,659.9,2776.0,5816.0,59.06,55.29,6.15,4,2
157,1623852985.2451334,54140.0,25640.0,27880.0,31880.0,664.4,2819.0,5843.0,59.03,55.41,6.14,4,2
158,1623852986.3711414,54190.0,25290.0,27760.0,32560.0,675.3,2884.0,5879.0,58.95,55.44,6.02,4,2
159,1623852986.9816017,54220.0,25140.0,27720.0,32900.0,679.8,2908.0,5896.0,58.91,55.44,6.07,4,2
160,1623852987.6553314,54250.0,25000.0,27690.0,33220.0,684.3,2926.0,5915.0,58.88,55.41,6.03,4,2
161,1623852988.3238802,54190.0,24870.0,27710.0,33490.0,686.8,2942.0,5927.0,58.85,55.37,6.16,4,2
162,1623852988.765835,54220.0,24780.0,27700.0,33800.0,688.1,2954.0,5936.0,58.83,55.33,6.1,4,2
163,1623852989.3759086,54250.0,24680.0,27690.0,34140.0,692.0,2966.0,5945.0,58.79,55.37,5.99,4,2
