33770.0,45400.0,22360.0,40760.0,378.1,1391.0,3684.0,2,5
25190.0,52840.0,18920.0,28470.0,254.7,754.6,2647.0,1,5
35540.0,29460.0,27180.0,18060.0,464.7,1619.0,4548.0,2,2
46460.0,24350.0,27990.0,22560.0,604.5,2342.0,5401.0,2,3
13990.0,52940.0,11760.0,15540.0,174.8,527.8,1638.0,1,2
13680.0,59200.0,13710.0,29710.0,223.1,657.4,1967.0,2,2
21550.0,58210.0,16960.0,38130.0,238.9,690.5,2364.0,1,5
27890.0,50260.0,18340.0,22830.0,244.2,754.2,2580.0,1,1
51100.0,33040.0,27670.0,31280.0,424.3,1591.0,4583.0,1,5
40700.0,29550.0,29800.0,25860.0,470.2,1655.0,4947.0,2,4
80900.0,7193.0,12360.0,38650.0,2122.0,14140.0,7715.0,1,6
82500.0,3814.0,6680.0,34670.0,2500.0,19410.0,7784.0,2,6
32580.0,46110.0,22490.0,40050.0,370.3,1314.0,3623.0,2,5
17020.0,52610.0,13050.0,17260.0,187.6,597.7,1839.0,1,2
76650.0,7277.0,12190.0,45100.0,2141.0,13670.0,7559.0,1,6
15260.0,54440.0,15040.0,21770.0,228.3,677.7,2134.0,2,2
46980.0,31540.0,27990.0,22240.0,459.8,1608.0,4651.0,1,5
43450.0,34060.0,27920.0,20340.0,367.9,1220.0,4220.0,1,1
20750.0,45440.0,20070.0,20360.0,283.1,929.4,2948.0,2,2
27970.0,48940.0,20200.0,24630.0,272.4,835.3,2876.0,1,5
19690.0,52210.0,17840.0,26630.0,265.9,854.4,2617.0,2,2
82290.0,7333.0,15260.0,38260.0,1686.0,9593.0,7201.0,1,6
53400.0,24010.0,27740.0,26450.0,624.1,2633.0,5644.0,2,5
49400.0,18650.0,28600.0,22280.0,715.3,2602.0,5749.0,2,4
17590.0,55670.0,16650.0,34140.0,261.8,870.3,2490.0,2,2
48220.0,23590.0,26000.0,28030.0,692.6,2933.0,5640.0,2,2
82070.0,7277.0,6463.0,46830.0,2650.0,19920.0,7822.0,1,6
77710.0,7277.0,9214.0,43910.0,2174.0,14730.0,7551.0,1,6
41880.0,30060.0,29670.0,25990.0,478.2,1742.0,5024.0,2,4
95190.0,7305.0,6003.0,72330.0,3289.0,25710.0,7583.0,1,6
51310.0,21390.0,28180.0,28190.0,681.7,2682.0,5757.0,2,3
47230.0,23910.0,27930.0,21620.0,609.6,2387.0,5428.0,2,3
18380.0,58600.0,15630.0,32650.0,228.9,691.9,2213.0,2,1
34750.0,44720.0,22230.0,41840.0,389.6,1457.0,3726.0,2,5
45570.0,29450.0,29680.0,27770.0,473.9,1692.0,4970.0,2,1
38440.0,28850.0,29200.0,20960.0,453.0,1544.0,4747.0,2,4
92310.0,7305.0,6003.0,66600.0,3495.0,29180.0,7826.0,1,6
35500.0,34360.0,25580.0,18240.0,405.4,1299.0,4003.0,2,2
17700.0,58540.0,17770.0,45590.0,235.4,775.5,2534.0,2,4
16750.0,53440.0,16610.0,22110.0,224.2,678.6,2309.0,2,4
19820.0,41220.0,15270.0,11880.0,210.8,651.7,2135.0,1,2
33110.0,30720.0,26960.0,14080.0,332.5,1082.0,3946.0,1,2
91130.0,7305.0,6020.0,69850.0,3249.0,25390.0,7704.0,1,6
27740.0,43850.0,22250.0,25580.0,346.8,1165.0,3446.0,2,3
38650.0,48850.0,20640.0,29950.0,278.3,920.8,3010.0,1,1
23970.0,54700.0,18650.0,36800.0,264.8,872.2,2728.0,2,1
21920.0,49930.0,19960.0,24810.0,258.3,821.4,2834.0,2,4
22820.0,56810.0,16190.0,28290.0,214.9,621.6,2211.0,1,1
105400.0,7305.0,6009.0,64560.0,3513.0,26910.0,7787.0,1,6
38060.0,29720.0,27130.0,22300.0,504.2,1844.0,4774.0,2,2
19280.0,56790.0,19050.0,52060.0,255.9,846.0,2750.0,2,4
38160.0,30500.0,28470.0,17060.0,427.3,1433.0,4529.0,2,4
46860.0,23610.0,27980.0,22770.0,618.4,2399.0,5452.0,2,3
52540.0,26100.0,27360.0,25090.0,593.1,2457.0,5416.0,2,5
13910.0,55420.0,14010.0,21610.0,219.6,651.7,1994.0,2,2
99820.0,7305.0,6096.0,60900.0,3244.0,21960.0,7768.0,1,6
19220.0,60280.0,13620.0,34610.0,209.6,673.7,1968.0,1,5
27540.0,49080.0,20100.0,24520.0,271.8,821.4,2849.0,1,5
80480.0,7305.0,7266.0,51890.0,2512.0,17930.0,7715.0,1,6
9782.0,57360.0,12400.0,22590.0,177.7,570.7,1744.0,2,4
46800.0,24290.0,28140.0,23940.0,610.2,2347.0,5424.0,2,3
24160.0,53350.0,19000.0,29610.0,258.9,752.4,2656.0,1,5
15710.0,50200.0,17340.0,28050.0,263.6,905.2,2606.0,2,3
75570.0,10560.0,19370.0,33290.0,1254.0,6452.0,6800.0,1,6
82340.0,7277.0,14510.0,41540.0,1814.0,10330.0,7263.0,1,6
33970.0,29920.0,26760.0,16730.0,446.9,1541.0,4414.0,2,2
24160.0,47590.0,21090.0,24160.0,276.6,899.0,3042.0,2,4
33800.0,29490.0,26650.0,15560.0,444.4,1543.0,4396.0,2,2
21560.0,49610.0,19640.0,23230.0,256.5,803.9,2781.0,2,4
14140.0,60700.0,12730.0,34030.0,200.3,675.5,1872.0,1,5
19260.0,50700.0,18180.0,21330.0,237.7,738.8,2548.0,2,4
83720.0,7200.0,6049.0,39870.0,2805.0,23560.0,7856.0,2,6
89650.0,7305.0,6020.0,68190.0,3656.0,27280.0,7891.0,1,6
11340.0,55920.0,13970.0,21860.0,199.2,624.2,1965.0,2,4
15420.0,52540.0,12190.0,15850.0,178.3,557.0,1710.0,1,2
55230.0,33210.0,29740.0,33000.0,409.1,1433.0,4691.0,1,1
