@relation AllCandidas_TRAIN_V2

@attribute TGS826 numeric
@attribute TGS2611 numeric
@attribute TGS2603 numeric
@attribute TGS813 numeric
@attribute TGS822 numeric
@attribute TGS2602 numeric
@attribute TGS823 numeric
@attribute culture_day numeric
@attribute class numeric

@data
43990.0,33650.0,29000.0,25210.0,375.7,1252.0,4391.0,1,1
12210.0,58340.0,13160.0,24330.0,202.1,599.5,1854.0,2,4
49310.0,22710.0,28180.0,26280.0,652.2,2531.0,5614.0,2,3
19230.0,46320.0,17190.0,15740.0,250.0,784.2,2476.0,2,2
37840.0,29180.0,29030.0,20800.0,446.3,1511.0,4690.0,2,4
41490.0,29950.0,28890.0,21200.0,437.7,1531.0,4687.0,2,1
14040.0,57920.0,11540.0,20460.0,171.9,524.0,1610.0,1,2
14640.0,56220.0,14650.0,23990.0,226.6,667.1,2080.0,2,2
46340.0,30480.0,29160.0,26590.0,461.0,1572.0,4765.0,1,5
40270.0,30960.0,27880.0,17000.0,413.9,1431.0,4441.0,2,1
26140.0,46700.0,21850.0,35100.0,336.7,1167.0,3397.0,2,3
30920.0,50410.0,19090.0,27420.0,271.2,857.7,2767.0,1,5
11840.0,59490.0,12270.0,28490.0,149.4,538.3,1702.0,1,1
46660.0,29650.0,29310.0,28380.0,489.4,1672.0,4899.0,1,5
14000.0,59000.0,14020.0,28840.0,211.4,678.1,2019.0,2,1
43900.0,29550.0,29450.0,28290.0,509.8,1932.0,5200.0,2,4
19670.0,58860.0,15150.0,31690.0,207.9,634.2,2107.0,1,1
16380.0,48350.0,18150.0,29850.0,269.5,964.4,2756.0,2,3
34250.0,32710.0,26950.0,17000.0,330.7,1118.0,3984.0,1,2
40730.0,30620.0,29350.0,23490.0,461.6,1672.0,4903.0,2,4
9313.0,60860.0,8651.0,19940.0,154.0,450.2,1236.0,1,2
22970.0,54500.0,17120.0,30160.0,247.1,782.8,2466.0,1,5
13460.0,57180.0,13650.0,23950.0,216.6,635.9,1939.0,2,2
35050.0,34090.0,25830.0,23660.0,441.4,1531.0,4277.0,2,3
90740.0,7305.0,6014.0,65170.0,3442.0,27820.0,7814.0,1,6
45430.0,30000.0,29080.0,24810.0,473.9,1616.0,4806.0,1,5
13140.0,54610.0,11400.0,16520.0,173.1,513.4,1586.0,1,2
89030.0,7052.0,13040.0,37980.0,2055.0,12930.0,7616.0,2,6
54010.0,30360.0,29360.0,33750.0,483.8,1798.0,5040.0,1,1
84050.0,7214.0,7583.0,39460.0,2628.0,17340.0,7799.0,1,6
44800.0,33380.0,29030.0,24910.0,383.6,1297.0,4443.0,1,1
65090.0,15580.0,27370.0,31420.0,916.8,3625.0,6474.0,2,3
52450.0,32550.0,27780.0,32530.0,433.4,1651.0,4664.0,1,5
27370.0,35640.0,22720.0,13320.0,327.1,974.1,3313.0,2,2
37050.0,42420.0,22800.0,38950.0,413.9,1546.0,3889.0,2,5
32300.0,40730.0,23950.0,27360.0,391.5,1346.0,3844.0,2,3
22180.0,50590.0,18570.0,35720.0,300.9,1105.0,2937.0,2,5
23730.0,48660.0,20730.0,31850.0,318.1,1050.0,3147.0,2,3
58600.0,32520.0,29960.0,39630.0,432.8,1566.0,4869.0,1,1
44070.0,29740.0,29420.0,25470.0,457.9,1626.0,4863.0,2,1
27360.0,57080.0,17260.0,37470.0,241.8,736.1,2440.0,1,5
87490.0,3814.0,7799.0,34010.0,2752.0,17170.0,7801.0,2,6
39870.0,29610.0,29690.0,24540.0,459.8,1601.0,4875.0,2,4
9887.0,59180.0,12980.0,29790.0,173.1,597.7,1833.0,2,4
93250.0,7305.0,6009.0,70250.0,3394.0,28440.0,7751.0,1,6
47690.0,23960.0,26030.0,26040.0,678.5,2879.0,5590.0,2,2
79610.0,7277.0,7194.0,44200.0,2498.0,18090.0,7721.0,1,6
57080.0,22450.0,26690.0,30970.0,685.6,3109.0,5913.0,2,5
54830.0,22820.0,28020.0,31260.0,649.6,2739.0,5790.0,2,5
86710.0,7277.0,6014.0,47440.0,3249.0,28770.0,7910.0,2,6
28990.0,48120.0,20240.0,24530.0,278.3,882.0,2927.0,1,5
48690.0,26390.0,30380.0,20480.0,469.6,1533.0,4888.0,1,2
82290.0,7333.0,15260.0,38260.0,1686.0,9593.0,7201.0,1,6
56320.0,30280.0,27890.0,33240.0,472.7,1884.0,4925.0,1,5
36220.0,29590.0,28540.0,17180.0,424.9,1451.0,4548.0,2,4
45510.0,26970.0,27910.0,19620.0,542.2,1962.0,5002.0,2,3
14780.0,60840.0,13500.0,36330.0,204.4,648.6,1932.0,1,5
77760.0,7221.0,8547.0,39980.0,2356.0,15720.0,7551.0,1,6
18890.0,47970.0,17840.0,33950.0,273.0,1106.0,2849.0,2,5
45530.0,34320.0,28260.0,23330.0,381.8,1299.0,4353.0,1,1
14500.0,61430.0,13130.0,37570.0,199.8,652.6,1895.0,1,5
87070.0,7017.0,9108.0,36150.0,2304.0,14950.0,7693.0,2,6
91720.0,7298.0,12550.0,55790.0,2305.0,13980.0,7734.0,2,6
37720.0,29830.0,29170.0,19860.0,437.7,1521.0,4717.0,2,4
30910.0,47100.0,22060.0,38620.0,360.1,1254.0,3511.0,2,5
14070.0,55140.0,14110.0,21400.0,222.5,651.2,2005.0,2,2
44910.0,28470.0,29820.0,33750.0,532.2,2006.0,5328.0,2,4
22340.0,52010.0,18370.0,24630.0,254.2,786.0,2615.0,2,1
10510.0,57970.0,12950.0,23720.0,192.2,590.0,1821.0,2,4
12290.0,65580.0,10200.0,32850.0,172.5,564.7,1497.0,1,2
25190.0,52240.0,19410.0,28440.0,263.6,780.6,2729.0,1,5
12680.0,59140.0,10810.0,20560.0,165.0,494.6,1505.0,1,2
23340.0,54820.0,16580.0,25350.0,220.1,640.7,2273.0,1,1
46460.0,24160.0,27730.0,21400.0,607.0,2376.0,5396.0,2,3
88470.0,6793.0,9232.0,36030.0,2261.0,14810.0,7691.0,2,6
25290.0,58550.0,16750.0,47730.0,237.7,768.3,2410.0,1,1
48050.0,33310.0,27350.0,25600.0,409.7,1493.0,4439.0,1,5
44720.0,35220.0,25210.0,19750.0,376.9,1286.0,3944.0,1,5
31850.0,54690.0,18700.0,34530.0,238.3,733.9,2602.0,1,1
19970.0,59590.0,15950.0,45320.0,237.7,781.5,2330.0,2,1
34170.0,51700.0,19550.0,30630.0,253.6,795.6,2760.0,1,1
57170.0,17950.0,26700.0,28640.0,796.9,3423.0,6184.0,2,3
24820.0,47230.0,21080.0,28680.0,324.1,1075.0,3212.0,2,3
80380.0,7143.0,13400.0,37260.0,1971.0,12720.0,7661.0,1,6
95330.0,7305.0,6003.0,73410.0,3335.0,26810.0,7629.0,1,6
11220.0,61640.0,9871.0,22710.0,160.4,462.6,1377.0,1,2
27560.0,49240.0,20410.0,25690.0,276.6,849.7,2915.0,1,5
21350.0,58640.0,16670.0,37880.0,234.8,659.6,2301.0,1,5
37560.0,28500.0,28930.0,19150.0,448.7,1524.0,4685.0,2,4
39090.0,29380.0,29290.0,22760.0,458.6,1589.0,4803.0,2,4
93190.0,7305.0,6305.0,67900.0,3151.0,20870.0,7564.0,1,6
51840.0,21270.0,28040.0,27170.0,687.5,2733.0,5790.0,2,3
28300.0,44680.0,22640.0,30690.0,357.7,1207.0,3540.0,2,3
47290.0,23120.0,28250.0,25290.0,629.2,2413.0,5507.0,2,3
9604.0,58550.0,13140.0,31200.0,169.6,631.1,1879.0,2,4
9193.0,55100.0,12970.0,24270.0,172.5,657.8,1881.0,2,4
22040.0,58750.0,15750.0,31550.0,210.2,602.9,2144.0,1,1
80070.0,7256.0,13250.0,42530.0,2045.0,12760.0,7635.0,1,6
52470.0,20700.0,27790.0,26880.0,705.6,2859.0,5862.0,2,3
54330.0,33130.0,29720.0,31830.0,404.8,1406.0,4659.0,1,1
33070.0,36040.0,23690.0,14640.0,310.4,991.6,3449.0,1,2
48310.0,22900.0,28220.0,25040.0,642.0,2462.0,5555.0,2,3
29920.0,41790.0,23100.0,24590.0,366.7,1233.0,3620.0,2,3
15970.0,51260.0,17250.0,28680.0,270.7,932.3,2617.0,2,3
22180.0,51870.0,20230.0,32250.0,264.8,877.3,2919.0,2,4
47130.0,30060.0,29350.0,29870.0,486.9,1685.0,4917.0,1,5
81380.0,7242.0,8114.0,40690.0,2318.0,16370.0,7761.0,1,6
42560.0,33480.0,28760.0,22330.0,364.3,1200.0,4300.0,1,1
80220.0,7108.0,13370.0,37070.0,1973.0,12750.0,7665.0,1,6
51810.0,21170.0,28050.0,27420.0,692.6,2748.0,5805.0,2,3
48280.0,22840.0,28240.0,25330.0,643.3,2470.0,5561.0,2,3
84450.0,7249.0,6026.0,42650.0,3057.0,25590.0,7883.0,2,6
16210.0,59990.0,14760.0,44890.0,225.4,794.7,2204.0,2,1
81320.0,7242.0,8333.0,40910.0,2300.0,16030.0,7765.0,1,6
78150.0,9645.0,17480.0,38070.0,1387.0,7671.0,6968.0,1,6
26930.0,49750.0,20200.0,25930.0,275.4,832.1,2872.0,1,5
49530.0,33210.0,27600.0,29410.0,419.4,1545.0,4529.0,1,5
73660.0,12110.0,20820.0,32680.0,1116.0,5623.0,6645.0,1,6
21820.0,50570.0,19320.0,34190.0,299.1,983.3,2915.0,2,3
87310.0,3814.0,8916.0,33190.0,2568.0,15340.0,7729.0,2,6
22760.0,51030.0,20500.0,31130.0,268.3,893.4,2967.0,2,4
68880.0,12720.0,25870.0,30350.0,1037.0,4320.0,6767.0,2,3
21110.0,51820.0,18900.0,37350.0,298.5,986.2,2866.0,2,3
69400.0,13240.0,22270.0,27900.0,1003.0,4764.0,6387.0,1,6
23150.0,50490.0,20680.0,30480.0,271.2,903.8,2999.0,2,4
13710.0,61910.0,11180.0,28360.0,186.4,599.9,1633.0,1,2
35140.0,34320.0,27120.0,17730.0,371.5,1154.0,4045.0,2,4
26520.0,49390.0,20390.0,26120.0,281.9,906.6,2967.0,2,1
60240.0,16280.0,24960.0,26830.0,880.5,4068.0,6395.0,2,3
49940.0,22420.0,28110.0,24870.0,654.8,2582.0,5649.0,2,3
18390.0,43840.0,17500.0,36650.0,323.5,1418.0,3081.0,2,5
15900.0,59700.0,14620.0,43660.0,217.8,775.5,2170.0,2,1
19190.0,55690.0,18780.0,35550.0,240.6,765.1,2641.0,2,4
50100.0,21510.0,27650.0,23000.0,674.6,2700.0,5693.0,2,3
30720.0,31250.0,24340.0,10700.0,305.6,946.2,3477.0,1,2
41540.0,29140.0,29970.0,26680.0,479.5,1701.0,5021.0,2,4
23300.0,51410.0,21010.0,37850.0,280.7,939.5,3072.0,2,4
17230.0,55450.0,17140.0,27540.0,227.2,696.7,2389.0,2,4
36660.0,30300.0,27170.0,21370.0,480.1,1710.0,4642.0,2,2
88040.0,3814.0,11650.0,34400.0,2275.0,14760.0,7695.0,2,6
37180.0,35600.0,26700.0,27810.0,380.0,1406.0,4262.0,1,2
23780.0,50080.0,18730.0,39050.0,317.5,1197.0,3040.0,2,5
9965.0,57610.0,12470.0,22820.0,184.1,568.5,1752.0,2,4
14920.0,58280.0,11750.0,23490.0,193.9,632.4,1724.0,1,2
15100.0,58750.0,14120.0,30270.0,204.4,625.0,1983.0,1,5
40510.0,50100.0,19850.0,34400.0,281.3,1016.0,3009.0,1,1
29430.0,48960.0,20820.0,41760.0,342.0,1199.0,3302.0,2,5
15390.0,57890.0,15860.0,29670.0,219.0,644.2,2196.0,2,4
13980.0,55920.0,11470.0,18000.0,170.8,521.9,1601.0,1,2
24410.0,48200.0,20940.0,36470.0,328.3,1100.0,3223.0,2,3
34930.0,33340.0,25490.0,19320.0,420.6,1388.0,4093.0,2,3
77420.0,7616.0,17360.0,32750.0,1604.0,7922.0,7052.0,1,6
40750.0,29960.0,28720.0,21410.0,438.3,1531.0,4664.0,2,1
96180.0,7305.0,6026.0,52350.0,3931.0,23960.0,7570.0,1,6
30520.0,48270.0,21180.0,43370.0,350.4,1235.0,3381.0,2,5
9945.0,59010.0,11990.0,25630.0,202.1,631.1,1751.0,2,2
10150.0,58200.0,12660.0,24200.0,186.4,578.8,1782.0,2,4
33610.0,38500.0,23550.0,19080.0,330.7,1019.0,3460.0,1,5
12220.0,58370.0,10690.0,19470.0,165.6,489.6,1487.0,1,2
82230.0,7305.0,14840.0,40620.0,1761.0,9976.0,7235.0,1,6
37860.0,28450.0,28970.0,19610.0,451.8,1531.0,4701.0,2,4
17670.0,62890.0,13860.0,39600.0,196.3,593.4,1926.0,1,1
27480.0,42420.0,22420.0,19500.0,307.4,1012.0,3316.0,2,4
11990.0,60480.0,10420.0,21750.0,162.7,482.1,1454.0,1,2
88280.0,7270.0,6410.0,45630.0,2746.0,20480.0,7826.0,2,6
95190.0,7277.0,6856.0,48080.0,2812.0,19220.0,7877.0,2,6
21400.0,53010.0,19850.0,33830.0,258.9,857.7,2856.0,2,4
53270.0,33050.0,29580.0,29010.0,399.9,1384.0,4616.0,1,1
28410.0,43560.0,22400.0,34830.0,366.1,1356.0,3652.0,2,3
28580.0,44140.0,22710.0,29030.0,360.1,1206.0,3546.0,2,3
29580.0,48710.0,21120.0,41090.0,345.6,1198.0,3341.0,2,5
28100.0,45060.0,22620.0,30220.0,350.4,1163.0,3491.0,2,3
49070.0,28530.0,29930.0,33770.0,512.9,1921.0,5251.0,2,1
37860.0,28900.0,28590.0,16020.0,368.5,1255.0,4339.0,1,2
16620.0,48190.0,13160.0,13470.0,188.7,588.3,1844.0,1,2
31810.0,51770.0,18840.0,30180.0,264.8,855.3,2734.0,1,5
20120.0,51050.0,18090.0,24290.0,264.2,842.7,2635.0,2,2
26380.0,45640.0,20420.0,19630.0,286.6,915.6,2980.0,2,1
13520.0,61020.0,11010.0,24760.0,176.0,566.4,1588.0,1,2
54170.0,23180.0,27970.0,28840.0,642.6,2701.0,5745.0,2,5
27340.0,49930.0,19850.0,39190.0,328.3,1165.0,3151.0,2,5
39620.0,28950.0,29410.0,23340.0,465.3,1595.0,4830.0,2,4
31200.0,56360.0,18300.0,38070.0,232.4,714.1,2534.0,1,1
48870.0,22220.0,28040.0,25600.0,656.0,2544.0,5609.0,2,3
26160.0,49910.0,18490.0,25270.0,270.1,891.5,2727.0,1,5
54670.0,22780.0,30530.0,26230.0,638.8,2168.0,5609.0,2,4
88100.0,3814.0,12370.0,34940.0,2313.0,13900.0,7672.0,2,6
80170.0,7178.0,13490.0,37980.0,1971.0,12600.0,7661.0,1,6
33160.0,28540.0,26160.0,13300.0,435.9,1501.0,4291.0,2,2
45680.0,30240.0,29090.0,24130.0,456.7,1543.0,4728.0,1,5
17830.0,54100.0,16810.0,26360.0,250.0,775.1,2426.0,2,2
42290.0,34500.0,27220.0,18450.0,357.1,1159.0,4061.0,1,1
11600.0,42910.0,16160.0,26380.0,284.8,1182.0,2711.0,2,4
16230.0,55230.0,16370.0,24630.0,220.7,660.9,2268.0,2,4
20610.0,56640.0,15890.0,26350.0,207.9,593.4,2152.0,1,1
15030.0,58860.0,14030.0,30500.0,202.1,624.2,1974.0,1,5
47290.0,29030.0,29860.0,30650.0,490.6,1789.0,5100.0,2,1
26390.0,58350.0,16680.0,39560.0,235.9,707.0,2346.0,1,5
21800.0,60460.0,15420.0,35920.0,207.9,602.1,2105.0,1,1
56460.0,22040.0,27800.0,33220.0,675.9,2892.0,5893.0,2,5
37180.0,29510.0,28770.0,18200.0,435.3,1498.0,4635.0,2,4
48050.0,33320.0,27330.0,25490.0,409.7,1492.0,4435.0,1,5
77470.0,7277.0,14340.0,40980.0,1837.0,11160.0,7476.0,1,6
59230.0,20580.0,26550.0,34990.0,735.4,3368.0,6107.0,2,5
29590.0,31790.0,22900.0,10160.0,295.5,871.2,3230.0,1,2
42270.0,31770.0,29440.0,23720.0,457.9,1586.0,4821.0,2,4
39530.0,31900.0,28930.0,19990.0,428.5,1417.0,4568.0,2,4
11260.0,60680.0,14000.0,35660.0,188.7,627.2,1970.0,2,4
27660.0,45190.0,22450.0,30460.0,349.2,1176.0,3482.0,2,3
54720.0,22700.0,28080.0,30350.0,650.9,2724.0,5784.0,2,5
38710.0,28910.0,29180.0,19060.0,448.7,1554.0,4752.0,2,4
7859.0,64050.0,7793.0,23350.0,135.6,422.7,1121.0,1,2
85950.0,7242.0,6026.0,41950.0,3131.0,26350.0,7922.0,2,6
49420.0,23830.0,27620.0,22220.0,625.4,2510.0,5503.0,2,3
15460.0,52310.0,14980.0,18920.0,228.3,686.1,2133.0,2,2
42420.0,29540.0,27030.0,22740.0,499.9,1779.0,4696.0,2,3
14570.0,52470.0,11860.0,15340.0,175.4,538.3,1656.0,1,2
33080.0,33260.0,26220.0,14550.0,356.5,1085.0,3855.0,2,4
12660.0,61780.0,11720.0,28050.0,169.0,509.7,1617.0,1,1
25000.0,46920.0,21140.0,28400.0,322.3,1084.0,3231.0,2,3
39270.0,39450.0,24610.0,32200.0,433.4,1579.0,4162.0,2,5
31380.0,32920.0,24870.0,13440.0,375.1,1166.0,3772.0,2,2
10300.0,59460.0,12230.0,26980.0,209.1,655.2,1798.0,2,2
11610.0,54800.0,13780.0,26430.0,177.1,700.3,2011.0,2,1
82830.0,7185.0,6072.0,38990.0,2743.0,22870.0,7849.0,2,6
57080.0,23910.0,26210.0,28490.0,670.1,3053.0,5781.0,2,5
20070.0,53860.0,19150.0,31460.0,248.3,784.2,2704.0,2,4
11090.0,62020.0,9620.0,22880.0,157.5,456.0,1344.0,1,2
10100.0,59010.0,12680.0,25940.0,180.6,582.7,1786.0,2,4
16300.0,37030.0,18450.0,30910.0,398.1,1609.0,3371.0,2,3
49850.0,22040.0,28270.0,26590.0,662.4,2569.0,5666.0,2,3
18890.0,54860.0,18460.0,30950.0,237.7,746.5,2586.0,2,4
54560.0,23740.0,27560.0,27420.0,638.2,2738.0,5712.0,2,5
11960.0,64020.0,10220.0,27650.0,159.2,474.6,1424.0,1,2
50470.0,22010.0,28020.0,25670.0,666.9,2653.0,5709.0,2,3
20550.0,59080.0,16480.0,45460.0,243.0,788.8,2398.0,2,1
83000.0,7214.0,8553.0,39840.0,2571.0,15690.0,7738.0,1,6
24440.0,56900.0,16550.0,30970.0,221.3,661.8,2290.0,1,1
19220.0,60280.0,13620.0,34610.0,209.6,673.7,1968.0,1,5
26930.0,46070.0,22150.0,31920.0,344.4,1156.0,3429.0,2,3
85830.0,7193.0,6043.0,39770.0,2836.0,24220.0,7864.0,2,6
82560.0,7333.0,14570.0,42890.0,1758.0,10240.0,7247.0,1,6
29720.0,52500.0,18560.0,29750.0,261.2,812.7,2661.0,1,5
91910.0,7193.0,15490.0,41570.0,2150.0,10650.0,7625.0,2,6
17040.0,50040.0,18010.0,30220.0,280.1,970.7,2746.0,2,3
45840.0,26620.0,27900.0,19730.0,549.7,2019.0,5064.0,2,3
28370.0,44830.0,22720.0,32820.0,358.9,1229.0,3571.0,2,3
47630.0,29950.0,29320.0,30950.0,490.6,1708.0,4942.0,1,5
29470.0,46650.0,21300.0,23650.0,293.7,918.0,3087.0,1,5
9751.0,58340.0,11740.0,22940.0,198.0,612.9,1706.0,2,2
51960.0,21160.0,28010.0,28050.0,695.2,2750.0,5799.0,2,3
49870.0,33140.0,29110.0,32750.0,427.9,1512.0,4693.0,1,1
21360.0,54920.0,17850.0,29470.0,248.9,760.5,2530.0,2,1
18500.0,48350.0,18960.0,31260.0,295.5,1051.0,2935.0,2,3
92920.0,7193.0,15800.0,40620.0,1959.0,10320.0,7592.0,2,6
85710.0,7221.0,6026.0,40870.0,2956.0,25010.0,7870.0,2,6
48930.0,22340.0,28260.0,26700.0,655.4,2521.0,5610.0,2,3
21230.0,47110.0,19110.0,18310.0,251.2,789.7,2704.0,2,4
45260.0,30320.0,29010.0,23630.0,453.0,1530.0,4702.0,1,5
11750.0,60260.0,14360.0,34400.0,198.6,645.5,2026.0,2,4
62140.0,18900.0,25690.0,34830.0,800.2,3792.0,6316.0,2,5
103800.0,7305.0,6003.0,55600.0,3982.0,31990.0,7795.0,1,6
33370.0,51030.0,18960.0,30220.0,270.1,906.6,2798.0,1,5
43390.0,33630.0,29030.0,25530.0,372.7,1224.0,4363.0,1,1
27900.0,45150.0,22590.0,34990.0,352.8,1229.0,3556.0,2,3
25390.0,37280.0,22340.0,13890.0,290.2,883.0,3173.0,2,4
13610.0,60720.0,15130.0,39420.0,212.0,679.0,2144.0,2,4
16470.0,58060.0,16850.0,34480.0,225.4,680.8,2342.0,2,4
34570.0,28610.0,26990.0,16530.0,459.8,1578.0,4479.0,2,2
27300.0,50240.0,19520.0,26230.0,267.1,826.0,2787.0,1,5
28170.0,48380.0,20350.0,24030.0,275.4,841.4,2898.0,1,5
101100.0,7305.0,6049.0,65880.0,3211.0,23470.0,7759.0,1,6
85770.0,7270.0,6026.0,44500.0,3292.0,28290.0,7933.0,2,6
20380.0,51350.0,18440.0,32340.0,290.8,951.0,2779.0,2,3
22090.0,55910.0,16730.0,32200.0,241.2,756.0,2397.0,1,5
36160.0,30130.0,28180.0,15790.0,414.5,1400.0,4448.0,2,4
68180.0,13200.0,26170.0,30350.0,1015.0,4188.0,6715.0,2,3
82400.0,7277.0,6363.0,46780.0,2683.0,20300.0,7843.0,1,6
44950.0,32310.0,27780.0,19550.0,421.8,1388.0,4384.0,1,5
22720.0,49640.0,20140.0,33320.0,312.8,1018.0,3048.0,2,3
86060.0,7277.0,6020.0,46310.0,3286.0,28800.0,7922.0,2,6
48130.0,25560.0,27830.0,21300.0,583.6,2234.0,5270.0,2,3
11380.0,59370.0,10380.0,20310.0,166.7,481.7,1448.0,1,2
25410.0,47480.0,21520.0,33700.0,332.5,1113.0,3306.0,2,3
85600.0,7193.0,6049.0,39530.0,2817.0,24220.0,7872.0,2,6
16320.0,55690.0,16470.0,25780.0,223.7,664.0,2283.0,2,4
24690.0,48030.0,19570.0,21030.0,271.2,857.2,2821.0,2,1
36600.0,42100.0,23860.0,34400.0,405.4,1455.0,3937.0,2,5
38720.0,29220.0,29280.0,21820.0,453.6,1552.0,4765.0,2,4
24780.0,53440.0,18740.0,29170.0,253.0,742.9,2616.0,1,5
50260.0,21320.0,27670.0,23760.0,681.1,2714.0,5715.0,2,3
15750.0,58380.0,15540.0,35830.0,243.0,771.0,2273.0,2,2
94210.0,7305.0,6003.0,71690.0,4010.0,36710.0,7945.0,1,6
21470.0,50440.0,18340.0,34400.0,292.6,1072.0,2879.0,2,5
47360.0,33060.0,27340.0,24620.0,411.5,1489.0,4435.0,1,5
27590.0,60200.0,16640.0,44670.0,214.3,636.4,2274.0,1,1
38090.0,31670.0,25900.0,24730.0,491.8,1834.0,4594.0,2,3
82020.0,7284.0,6609.0,47200.0,2612.0,19400.0,7816.0,1,6
57280.0,22020.0,26790.0,32130.0,693.9,3132.0,5953.0,2,5
45600.0,30710.0,28720.0,22240.0,449.3,1552.0,4685.0,1,5
54850.0,33270.0,29680.0,31920.0,406.0,1423.0,4671.0,1,1
86890.0,7249.0,6026.0,42650.0,3163.0,27000.0,7928.0,2,6
48110.0,23670.0,25970.0,27650.0,688.1,2918.0,5626.0,2,2
12830.0,65890.0,11230.0,39910.0,171.3,548.9,1597.0,1,1
33790.0,32410.0,26820.0,16070.0,326.5,1095.0,3942.0,1,2
34810.0,30000.0,27040.0,18650.0,459.2,1586.0,4495.0,2,2
9578.0,58910.0,13440.0,35720.0,171.9,680.8,1954.0,2,4
14440.0,61000.0,13020.0,35330.0,205.0,674.6,1903.0,1,5
42440.0,29430.0,27530.0,19740.0,491.8,1685.0,4662.0,2,3
13460.0,61210.0,10980.0,25000.0,175.4,564.7,1583.0,1,2
30080.0,42360.0,23030.0,33220.0,380.6,1413.0,3790.0,2,3
55310.0,32770.0,29900.0,35330.0,415.1,1453.0,4736.0,1,1
34370.0,29180.0,26880.0,17050.0,456.1,1568.0,4458.0,2,2
33850.0,39540.0,24410.0,27450.0,407.8,1412.0,3972.0,2,3
42530.0,26910.0,29820.0,22830.0,499.9,1775.0,5081.0,2,4
34490.0,30930.0,27270.0,13910.0,383.6,1223.0,4138.0,2,4
44250.0,34240.0,28260.0,22880.0,372.7,1246.0,4292.0,1,1
81910.0,7277.0,14500.0,41090.0,1836.0,10370.0,7268.0,1,6
54770.0,23660.0,27850.0,38460.0,720.4,3029.0,6033.0,2,4
40990.0,29780.0,28770.0,20200.0,436.5,1525.0,4664.0,2,1
105600.0,7305.0,6003.0,58740.0,3772.0,30120.0,7782.0,1,6
45550.0,30090.0,29090.0,24650.0,472.1,1615.0,4806.0,1,5
35370.0,29870.0,27020.0,18940.0,469.0,1620.0,4536.0,2,2
36710.0,42370.0,23540.0,36060.0,404.2,1474.0,3914.0,2,5
28810.0,33500.0,23400.0,12240.0,343.2,1025.0,3446.0,2,2
81480.0,7270.0,8873.0,43010.0,2259.0,15220.0,7727.0,1,6
21780.0,53340.0,18080.0,26460.0,250.6,770.5,2567.0,2,1
21850.0,50370.0,19200.0,34400.0,304.4,1020.0,2936.0,2,3
106700.0,7305.0,6003.0,64050.0,3601.0,28500.0,7776.0,1,6
44850.0,29910.0,29410.0,25170.0,464.1,1668.0,4903.0,2,1
18350.0,46200.0,17590.0,35350.0,293.7,1257.0,2954.0,2,5
17780.0,57500.0,17890.0,37630.0,233.6,729.8,2504.0,2,4
40650.0,29910.0,28330.0,17490.0,426.1,1498.0,4576.0,2,1
99060.0,7305.0,6049.0,60290.0,3494.0,23970.0,7824.0,1,6
12550.0,57300.0,12570.0,22670.0,209.6,620.2,1806.0,2,2
43270.0,29320.0,27400.0,22050.0,503.6,1754.0,4721.0,2,3
7232.0,60970.0,7721.0,19600.0,129.3,417.4,1111.0,1,2
14430.0,55510.0,14430.0,22320.0,224.2,660.0,2048.0,2,2
31090.0,59230.0,17490.0,47540.0,224.2,717.7,2447.0,1,1
33910.0,44750.0,23020.0,37410.0,380.6,1352.0,3730.0,2,5
33750.0,29200.0,26660.0,15330.0,445.1,1525.0,4383.0,2,2
31820.0,49380.0,19400.0,26430.0,276.6,885.3,2828.0,1,5
21170.0,46810.0,19030.0,17950.0,253.6,793.4,2701.0,2,4
47250.0,23230.0,28170.0,22970.0,623.5,2404.0,5488.0,2,3
38220.0,29420.0,29000.0,19420.0,445.7,1555.0,4736.0,2,4
47380.0,23520.0,28300.0,24990.0,623.5,2392.0,5495.0,2,3
43180.0,32190.0,27620.0,18290.0,410.9,1333.0,4302.0,1,5
23220.0,49050.0,20450.0,31550.0,314.5,1022.0,3090.0,2,3
54640.0,23750.0,27520.0,27900.0,640.7,2760.0,5722.0,2,5
76890.0,7277.0,12040.0,44240.0,2118.0,13740.0,7533.0,1,6
46380.0,30380.0,29100.0,27120.0,475.8,1651.0,4841.0,1,5
20990.0,50910.0,19420.0,25040.0,251.8,793.8,2745.0,2,4
25020.0,48850.0,18230.0,19580.0,234.8,715.5,2531.0,1,1
47900.0,33320.0,27320.0,25350.0,409.7,1490.0,4432.0,1,5
34940.0,30020.0,26960.0,17900.0,459.8,1595.0,4495.0,2,2
46260.0,33440.0,29470.0,31650.0,398.1,1346.0,4557.0,1,1
14300.0,56840.0,14980.0,25150.0,212.0,639.4,2092.0,2,4
21010.0,51200.0,18930.0,32820.0,293.1,952.4,2841.0,2,3
8165.0,68040.0,7679.0,32130.0,144.8,490.8,1163.0,1,2
18310.0,63200.0,14180.0,39560.0,193.9,551.5,1925.0,1,1
48370.0,22410.0,28030.0,24810.0,649.6,2525.0,5586.0,2,3
15870.0,55940.0,16150.0,25550.0,220.1,655.2,2238.0,2,4
25780.0,46810.0,21640.0,30220.0,333.7,1100.0,3309.0,2,3
29910.0,57290.0,17950.0,38950.0,227.2,688.3,2471.0,1,1
81320.0,7249.0,8577.0,41020.0,2273.0,15640.0,7759.0,1,6
16640.0,53920.0,16560.0,22760.0,223.7,670.6,2299.0,2,4
