loss,accuracy,lr
0.9960847496986389,0.6455273032188416,0.5
0.6308127045631409,0.7451843023300171,0.5
0.45695385336875916,0.8282830715179443,0.5
0.3588222861289978,0.8686999678611755,0.5
0.3103501796722412,0.8884246349334717,0.5
0.260880708694458,0.9085671305656433,0.5
0.2531358599662781,0.9112498760223389,0.5
0.2128223329782486,0.9256970882415771,0.5
0.20267216861248016,0.9314363598823547,0.5
0.1800658404827118,0.9378133416175842,0.5
0.16361817717552185,0.9453117847442627,0.5
0.15792527794837952,0.9467630982398987,0.5
0.1510849893093109,0.9487202167510986,0.5
0.1315479278564453,0.9558008909225464,0.5
0.13304151594638824,0.9556469321250916,0.5
0.12298371642827988,0.9596270322799683,0.5
0.11583761125802994,0.9617820382118225,0.5
0.11093713343143463,0.9628375172615051,0.5
0.10032930225133896,0.9680271148681641,0.5
0.09570196270942688,0.9680051207542419,0.5
0.09746617823839188,0.9683129787445068,0.5
0.0887565165758133,0.9711276292800903,0.5
0.0915195494890213,0.9692145586013794,0.5
0.08527936041355133,0.971721351146698,0.5
0.07406390458345413,0.976075291633606,0.5
0.07919271290302277,0.9737223982810974,0.5
0.07157140225172043,0.9767789840698242,0.5
0.0708131343126297,0.9768009781837463,0.5
0.06718048453330994,0.9778344631195068,0.5
0.06619790196418762,0.9787140488624573,0.5
0.06334840506315231,0.9787140488624573,0.5
0.0638417974114418,0.9789339303970337,0.5
0.059587717056274414,0.9810009598731995,0.5
0.059971753507852554,0.9800993800163269,0.5
0.05225526914000511,0.9835297465324402,0.5
0.053739987313747406,0.9816166758537292,0.5
0.05343830958008766,0.9820784330368042,0.5
0.04768827185034752,0.9843654036521912,0.5
0.04812730848789215,0.983815610408783,0.5
0.047459378838539124,0.9841674566268921,0.5
0.053668733686208725,0.9820784330368042,0.5
0.04243030026555061,0.9859706163406372,0.5
0.04255020618438721,0.9862784743309021,0.5
0.041748348623514175,0.986124575138092,0.5
0.041869450360536575,0.9857287406921387,0.5
0.04216742143034935,0.9857727289199829,0.5
0.04083962365984917,0.9862784743309021,0.5
0.03557486832141876,0.9887193441390991,0.5
0.03583043813705444,0.9888512492179871,0.5
0.033973973244428635,0.9889832139015198,0.5
0.03914003446698189,0.9874219298362732,0.5
0.03433024510741234,0.9883455038070679,0.5
0.03460245206952095,0.9885433912277222,0.5
0.034869223833084106,0.9888292551040649,0.5
0.035427894443273544,0.9884774088859558,0.5
0.031513020396232605,0.9896648526191711,0.5
0.030875468626618385,0.9903465509414673,0.5
0.031301531940698624,0.9894009828567505,0.5
0.03237353265285492,0.989159107208252,0.5
0.031063534319400787,0.9898408055305481,0.5
0.02920846827328205,0.9909622669219971,0.5
0.02914772555232048,0.990302562713623,0.5
0.02766488865017891,0.9907423853874207,0.5
0.028605997562408447,0.9906764030456543,0.5
0.027402255684137344,0.9913141131401062,0.5
0.027990121394395828,0.9907423853874207,0.5
0.02393731288611889,0.9921717047691345,0.5
0.027021674439311028,0.9913581013679504,0.5
0.023297151550650597,0.9929193258285522,0.5
0.031174102798104286,0.9897748231887817,0.5
0.02307574450969696,0.9926994442939758,0.5
0.02442082390189171,0.9922156929969788,0.5
0.025170065462589264,0.9917318820953369,0.5
0.023647775873541832,0.9923475980758667,0.5
0.02513490431010723,0.9918638467788696,0.5
0.023802487179636955,0.9925674796104431,0.5
0.022780723869800568,0.9923915863037109,0.5
0.021859124302864075,0.9929633140563965,0.5
0.02103775553405285,0.9930073022842407,0.5
0.022732168436050415,0.9927654266357422,0.5
0.021077340468764305,0.9930073022842407,0.5
0.019676558673381805,0.9939748644828796,0.5
0.019469890743494034,0.9938209056854248,0.5
0.021989550441503525,0.9928314089775085,0.5
0.021311616525053978,0.9931172728538513,0.5
0.01953107863664627,0.993535041809082,0.5
0.020647553727030754,0.9937549233436584,0.5
0.019664308056235313,0.9941067695617676,0.5
0.01767917163670063,0.9942387342453003,0.5
0.01956336200237274,0.9940407872200012,0.5
0.019082652404904366,0.9940627813339233,0.5
0.018660584464669228,0.993710994720459,0.5
0.018781917169690132,0.9939308762550354,0.5
0.02091865800321102,0.9936450123786926,0.5
0.017542341724038124,0.9940847754478455,0.5
0.017533348873257637,0.9945465922355652,0.5
0.017402995377779007,0.9943706393241882,0.5
0.017893997952342033,0.9942827224731445,0.5
0.015688570216298103,0.9952282309532166,0.5
0.01448170468211174,0.9955800771713257,0.5
0.017376909032464027,0.994326651096344,0.5
0.017777571454644203,0.9945465922355652,0.5
0.013917407020926476,0.9955580830574036,0.5
0.01614033803343773,0.9950523376464844,0.5
0.015740161761641502,0.9947664737701416,0.5
0.015071655623614788,0.9951183199882507,0.5
0.01789107732474804,0.9941727519035339,0.5
0.015713119879364967,0.9952282309532166,0.5
0.014080630615353584,0.9957120418548584,0.5
0.01469997689127922,0.9953821897506714,0.5
0.015285877510905266,0.9954261779785156,0.5
0.015475756488740444,0.9950083494186401,0.5
0.014785542152822018,0.9952062368392944,0.5
0.014940406195819378,0.9950743317604065,0.5
0.01487781759351492,0.9954261779785156,0.5
0.013397992588579655,0.9956020712852478,0.5
0.014060011133551598,0.9955140948295593,0.5
0.013946623541414738,0.9957120418548584,0.5
0.012989605776965618,0.9960198998451233,0.5
0.01530617754906416,0.9951183199882507,0.5
0.012475449591875076,0.996107816696167,0.5
0.015425458550453186,0.9950523376464844,0.5
0.012836288660764694,0.9962397813796997,0.5
0.012870588339865208,0.995975911617279,0.5
0.013394131325185299,0.995975911617279,0.5
0.012254052795469761,0.9960858225822449,0.5
0.012479712255299091,0.9960418939590454,0.5
0.013751126825809479,0.9953821897506714,0.5
0.013461937196552753,0.9958219528198242,0.5
0.011247661896049976,0.9966795444488525,0.5
0.012176774442195892,0.9959979057312012,0.5
0.012489006854593754,0.9961518049240112,0.5
0.013983516953885555,0.9956680536270142,0.5
0.01189797930419445,0.996437668800354,0.5
0.011728299781680107,0.9962617754936218,0.5
0.011204727925360203,0.9967235326766968,0.5
0.011854646727442741,0.9966795444488525,0.5
0.013068011030554771,0.995975911617279,0.5
0.01178818941116333,0.9965696334838867,0.5
0.011521566659212112,0.9965696334838867,0.5
0.010762728750705719,0.9970093965530396,0.5
0.011980212293565273,0.9965476393699646,0.5
0.010718140751123428,0.996767520904541,0.5
0.01143546961247921,0.9965916275978088,0.5
0.012221185490489006,0.9960418939590454,0.5
0.011097956448793411,0.9968115091323853,0.5
0.009947028011083603,0.9971853494644165,0.5
0.010022842325270176,0.9968554973602295,0.5
0.011728240177035332,0.996613621711731,0.5
0.008665001019835472,0.9974492192268372,0.5
0.010628496296703815,0.9966575503349304,0.5
0.010242828167974949,0.9970753788948059,0.5
0.01022297516465187,0.997229278087616,0.5
0.010168842040002346,0.9969874024391174,0.5
0.009722832590341568,0.9969654083251953,0.5
0.0095504280179739,0.9973832368850708,0.5
0.009843192994594574,0.9971413612365723,0.5
0.00969747081398964,0.9971413612365723,0.5
0.010155849158763885,0.9972073435783386,0.5
0.00963021069765091,0.9971193671226501,0.5
0.008491527289152145,0.997559130191803,0.5
0.010610673576593399,0.9969874024391174,0.5
0.009464806877076626,0.9972732663154602,0.5
0.009035622701048851,0.997427225112915,0.5
0.010245629586279392,0.9968774914741516,0.5
0.00836495216935873,0.997559130191803,0.5
0.008987495675683022,0.9976691007614136,0.5
0.009709603153169155,0.9971193671226501,0.5
0.00967213325202465,0.9969434142112732,0.5
0.010023094713687897,0.9968994855880737,0.5
0.010553067550063133,0.997097373008728,0.5
0.008770612999796867,0.9973612427711487,0.5
0.009435754269361496,0.9973172545433044,0.5
0.00991064589470625,0.9971193671226501,0.5
0.00850409734994173,0.9974052309989929,0.5
0.008236000314354897,0.9974932074546814,0.5
0.008962225168943405,0.9973172545433044,0.5
0.008130133152008057,0.997427225112915,0.5
0.008004143834114075,0.9973172545433044,0.5
0.008655914105474949,0.9973392486572266,0.5
0.009000848978757858,0.997427225112915,0.5
0.008598475717008114,0.9974052309989929,0.5
0.007893730886280537,0.9979109764099121,0.5
0.006750291679054499,0.9983288049697876,0.5
0.008688466623425484,0.9974492192268372,0.5
0.008230235427618027,0.997559130191803,0.5
0.008271698839962482,0.9974932074546814,0.5
0.007129162084311247,0.9981308579444885,0.5
0.008375739678740501,0.9973392486572266,0.5
0.008483459241688251,0.9973832368850708,0.5
0.007743885740637779,0.9976471066474915,0.5
0.006872911937534809,0.9979989528656006,0.5
0.007912893779575825,0.9975152015686035,0.5
0.007027634885162115,0.9982848167419434,0.5
0.008045491762459278,0.9974712133407593,0.5
0.007951710373163223,0.9976471066474915,0.5
0.007984990254044533,0.9976031184196472,0.5
0.00815611332654953,0.9976471066474915,0.5
0.007856946438550949,0.9979549646377563,0.5
0.008254365995526314,0.9976031184196472,0.5
0.007528438698500395,0.9977350831031799,0.5
0.006796997506171465,0.9979989528656006,0.5
0.007737826090306044,0.9975371360778809,0.5
0.00821157917380333,0.9974492192268372,0.5
0.006694168783724308,0.9981968402862549,0.5
0.0056197247467935085,0.9984827041625977,0.5
0.008603869006037712,0.9972732663154602,0.5
0.006609792355448008,0.9983288049697876,0.5
0.007385182194411755,0.9982408285140991,0.5
0.00785104651004076,0.9976691007614136,0.5
0.006729652639478445,0.9980649352073669,0.5
0.008064628578722477,0.9975811243057251,0.5
0.007447967305779457,0.9979549646377563,0.5
0.005658666603267193,0.998394787311554,0.5
0.006872484460473061,0.9979989528656006,0.5
0.007689038757234812,0.9979329705238342,0.5
0.006707220803946257,0.9979769587516785,0.5
0.007314147427678108,0.9978669881820679,0.5
0.006868662778288126,0.99788898229599,0.5
0.006293230690062046,0.9980209469795227,0.5
0.0074502257630229,0.9979109764099121,0.5
0.006873830687254667,0.99788898229599,0.5
0.006906397175043821,0.9976910948753357,0.5
0.007153379265218973,0.9976251125335693,0.5
0.006731589324772358,0.9979109764099121,0.5
0.006054293364286423,0.9981308579444885,0.5
0.008059317246079445,0.9977790713310242,0.5
0.00573301874101162,0.9983068108558655,0.5
0.0067191761918365955,0.9978229999542236,0.5
0.0069168261252343655,0.9981968402862549,0.5
0.006514252629131079,0.9981968402862549,0.5
0.007310960441827774,0.9981088638305664,0.5
0.00792351271957159,0.9976910948753357,0.5
0.006423883140087128,0.998218834400177,0.5
0.005943430587649345,0.9985266923904419,0.5
0.007564990781247616,0.9979989528656006,0.5
0.006120063364505768,0.9981968402862549,0.5
0.006703019142150879,0.9979329705238342,0.5
0.005283725913614035,0.9983507990837097,0.5
0.0056875161826610565,0.9983288049697876,0.5
0.006398641970008612,0.9980649352073669,0.5
0.006889327894896269,0.9981968402862549,0.5
0.006324646528810263,0.998394787311554,0.5
0.0055720992386341095,0.9984387159347534,0.5
0.007132363971322775,0.9976910948753357,0.5
0.005801595747470856,0.9981748461723328,0.5
0.006635352037847042,0.9982408285140991,0.5
0.00629105418920517,0.9982848167419434,0.5
0.006398174446076155,0.9981088638305664,0.5
0.007413764484226704,0.9982628226280212,0.5
0.006132535170763731,0.9984827041625977,0.5
0.006874182261526585,0.9981968402862549,0.5
0.00523555651307106,0.9986146688461304,0.5
0.006584500428289175,0.9980869293212891,0.5
0.006567645817995071,0.998218834400177,0.5
0.006556482519954443,0.9979989528656006,0.5
0.005977385211735964,0.9983507990837097,0.5
0.005766342394053936,0.9983288049697876,0.5
0.006291570141911507,0.9980209469795227,0.5
0.00691273994743824,0.9981968402862549,0.5
0.005852558184415102,0.9981748461723328,0.5
0.006140258628875017,0.9981528520584106,0.5
0.0071844663470983505,0.9978229999542236,0.5
0.005331012886017561,0.9984607100486755,0.5
0.00525619788095355,0.9985266923904419,0.5
0.005956664215773344,0.9982848167419434,0.5
0.006068854127079248,0.9982408285140991,0.5
0.005361416842788458,0.9984387159347534,0.5
0.004912815056741238,0.9985926747322083,0.5
0.007062097545713186,0.9980429410934448,0.5
0.0048536318354308605,0.9987245798110962,0.5
0.00555275147780776,0.9984827041625977,0.5
0.005570308770984411,0.9986366629600525,0.5
0.006816293112933636,0.9980649352073669,0.5
0.005206981673836708,0.9984827041625977,0.5
0.006189887877553701,0.9981968402862549,0.5
0.005408356431871653,0.998548686504364,0.5
0.005673404783010483,0.998394787311554,0.5
0.0065260985866189,0.9980649352073669,0.5
0.00530881667509675,0.9986146688461304,0.5
0.006977380719035864,0.9979109764099121,0.5
0.005104872398078442,0.998548686504364,0.5
0.005925109144300222,0.9983507990837097,0.5
0.005943567957729101,0.998218834400177,0.5
0.004893251694738865,0.9986146688461304,0.5
0.005682553630322218,0.998394787311554,0.5
0.005393155384808779,0.9984387159347534,0.5
0.005180712323635817,0.9983288049697876,0.5
0.006638102233409882,0.9982408285140991,0.5
0.005133870057761669,0.9982628226280212,0.5
0.004858517087996006,0.9987245798110962,0.5
0.005064667202532291,0.9984607100486755,0.5
0.005663857329636812,0.9984167218208313,0.5
0.0053560989908874035,0.9983507990837097,0.5
0.0049792006611824036,0.9987685680389404,0.5
0.0050363256596028805,0.9985266923904419,0.5
0.005837047006934881,0.9985266923904419,0.5
0.006493369583040476,0.9983288049697876,0.5
0.006523693446069956,0.9980429410934448,0.5
0.005118223372846842,0.9985926747322083,0.5
0.005890612490475178,0.9982628226280212,0.5
0.005919532850384712,0.9981748461723328,0.5
0.0046593365259468555,0.9988125562667847,0.5
0.006090718787163496,0.9981748461723328,0.5
0.00420443806797266,0.9987465739250183,0.5
0.00447782501578331,0.9986366629600525,0.5
0.006215469446033239,0.9981088638305664,0.5
0.00536078866571188,0.9984167218208313,0.5
0.004711144138127565,0.9986586570739746,0.5
0.0049395193345844746,0.9986806511878967,0.5
0.005129925440996885,0.9986146688461304,0.5
0.0046608177945017815,0.9986586570739746,0.5
0.0052323187701404095,0.9986146688461304,0.5
0.005420667119324207,0.998394787311554,0.5
